Respondent ID,Collector ID,CompletionTimeMinutes,End Date,FavorEntryLevel,FavorConventionalSoon,FavorOnlineEducation,FavorAI,FavorCrypto,FavorAmerican,HeardOfUdacity,HeardOfUdemy,HeardOfCoursera,HeardOfPluralsight,HeardOfLynda,Industry,FavorReligion,FavorChristianity,FavorRegulation,SurveyMonkeyAge,SurveyMonkeyIncome,SurveyMonkeyRegion,IsSurveyMonkeyMale,IsSurveyMonkeyFemale,IsSurveyMonkeyUnreportedGender,IsSurveyMonkeyIncomePreferNotDisclose,IsManager,IsUnemployed,IsStem,IsNotStem,IsUnsureStem,IsUnreportedStem,IsMale,IsFemale
6947552392,175027024,1,10/9/2018 11:55,5,4,8,6,9,6,0,0,0,1,0,11,6,6,4,2,1,7,1,0,0,0,0,0,0,1,0,0,1,0
6947552347,175027024,1,10/9/2018 11:55,7,9,5,4,6,8,0,0,0,0,1,11,4,2,3,3,3,8,1,0,0,0,1,0,0,1,0,0,1,0
6947552069,175027024,2,10/9/2018 11:54,4,8,7,7,7,6,0,0,0,0,0,9,8,8,8,5,5,2,1,0,0,0,0,0,0,1,0,0,1,0
6947551984,175027024,2,10/9/2018 11:54,7,5,6,6,7,8,1,0,0,0,0,5,2,1,6,2,3,2,1,0,0,0,0,1,1,0,0,0,1,0
6947551950,175027024,2,10/9/2018 11:54,8,10,10,8,4,7,1,1,0,0,0,12,5,5,1,2,3,8,1,0,0,0,0,0,0,1,0,0,1,0
6947551729,175027024,1,10/9/2018 11:53,10,10,10,10,5,5,1,1,1,1,1,6,4,4,10,3,7,2,1,0,0,0,1,0,1,0,0,0,1,0
6947551675,175027024,,10/9/2018 11:53,1,1,10,10,9,7,0,0,0,1,0,6,6,7,7,2,2,9,1,0,0,0,1,0,1,0,0,0,1,0
6947551654,175027024,4,10/9/2018 11:53,4,4,7,8,2,9,0,1,0,0,0,5,3,6,4,3,3,5,1,0,0,0,0,0,0,1,0,0,1,0
6947551630,175027024,2,10/9/2018 11:53,4,5,3,6,3,7,1,0,0,0,0,6,4,4,7,2,3,9,0,1,0,0,1,0,0,1,0,0,0,1
6947551582,175027024,2,10/9/2018 11:53,6,7,7,7,9,7,0,0,1,0,1,2,1,1,7,5,4,3,1,0,0,0,0,0,0,1,0,0,1,0
6947551568,175027024,1,10/9/2018 11:53,6,5,7,5,1,5,0,1,0,0,0,10,9,10,8,2,6,5,1,0,0,0,0,1,0,1,0,0,1,0
6947551559,175027024,4,10/9/2018 11:53,5,4,9,3,5,2,0,0,1,0,0,10,9,10,5,3,5,5,0,1,0,0,0,0,0,1,0,0,0,1
6947551501,175027024,2,10/9/2018 11:53,1,1,1,1,1,10,0,0,0,0,1,10,10,10,1,3,2,5,1,0,0,0,0,0,0,1,0,0,1,0
6947551496,175027024,3,10/9/2018 11:53,6,9,7,7,8,3,0,1,1,0,0,10,7,7,3,2,2,7,1,0,0,0,0,0,0,1,0,0,1,0
6947551352,175027024,1,10/9/2018 11:52,8,10,7,5,3,10,0,0,0,0,1,2,1,1,7,2,2,8,0,1,0,0,0,0,1,0,0,0,0,1
6947551060,175027024,1,10/9/2018 11:52,6,5,6,6,5,6,0,0,0,0,0,11,7,7,6,3,3,7,0,1,0,0,1,0,0,1,0,0,0,1
6947551023,175027024,1,10/9/2018 11:52,9,6,7,4,3,7,0,0,1,0,0,2,7,7,6,2,3,2,0,1,0,0,0,0,0,1,0,0,0,1
6947550990,175027024,2,10/9/2018 11:52,4,7,5,5,5,5,0,0,1,0,1,2,5,4,2,3,8,2,1,0,0,0,1,0,0,1,0,0,1,0
6947550975,175027024,3,10/9/2018 11:52,3,3,4,5,4,4,0,0,0,1,0,10,6,2,10,3,1,5,1,0,0,0,0,1,0,1,0,0,1,0
6947550865,175027024,,10/9/2018 11:51,7,6,7,7,8,8,0,0,0,1,0,3,7,8,9,2,3,5,0,1,0,0,1,0,1,0,0,0,0,1
6947550859,175027024,3,10/9/2018 11:51,10,10,7,6,6,3,0,0,0,0,0,10,5,4,5,2,5,4,0,1,0,0,0,0,0,1,0,0,0,1
6947550815,175027024,1,10/9/2018 11:51,10,3,4,7,5,2,1,0,0,0,0,10,4,1,10,2,4,2,0,1,0,0,0,1,1,0,0,0,0,1
6947550725,175027024,2,10/9/2018 11:51,10,4,3,10,7,8,0,0,0,0,0,4,9,10,6,2,7,4,0,1,0,0,1,0,0,0,1,0,0,1
6947550694,175027024,1,10/9/2018 11:51,8,6,9,1,4,4,0,0,0,0,0,10,8,10,6,2,3,7,0,1,0,0,0,1,0,1,0,0,0,1
6947550608,175027024,1,10/9/2018 11:51,4,3,8,8,5,2,1,0,0,1,0,9,8,1,1,2,4,2,1,0,0,0,0,0,0,1,0,0,1,0
6947550602,175027024,3,10/9/2018 11:51,6,7,6,3,3,8,0,0,0,1,0,2,10,10,7,2,,6,0,1,0,1,1,0,1,0,0,0,0,1
6947550597,175027024,1,10/9/2018 11:51,5,7,6,4,3,3,0,0,0,0,1,10,1,2,10,2,3,5,0,1,0,0,0,0,0,1,0,0,0,1
6947550579,175027024,1,10/9/2018 11:51,1,1,1,1,1,1,0,0,0,1,0,2,1,1,1,2,3,3,0,1,0,0,0,0,1,0,0,0,0,1
6947550494,175027024,4,10/9/2018 11:51,7,7,5,8,3,10,1,1,0,0,1,6,10,10,2,4,6,3,0,1,0,0,0,0,1,0,0,0,0,1
6947550442,175027024,2,10/9/2018 11:51,5,6,7,9,5,4,0,0,1,0,1,2,10,1,5,2,3,2,1,0,0,0,0,0,0,1,0,0,1,0
6947550399,175027024,1,10/9/2018 11:51,10,9,10,10,6,9,0,0,0,1,0,2,8,7,8,2,3,5,0,1,0,0,1,0,1,0,0,0,0,1
6947550334,175027024,3,10/9/2018 11:50,2,7,7,8,5,10,0,0,1,0,0,10,8,10,8,3,3,7,1,0,0,0,0,0,0,1,0,0,1,0
6947550279,175027024,1,10/9/2018 11:50,3,8,5,7,3,9,0,0,1,0,0,4,8,5,1,3,5,8,1,0,0,0,1,0,1,0,0,0,1,0
6947550199,175027024,2,10/9/2018 11:50,7,6,5,4,3,7,1,1,1,0,1,11,3,3,7,2,4,9,0,1,0,0,0,0,0,1,0,0,0,1
6947550190,175027024,1,10/9/2018 11:50,10,8,8,9,8,8,0,1,1,0,1,2,10,4,8,2,5,8,1,0,0,0,1,0,1,0,0,0,1,0
6947550173,175027024,3,10/9/2018 11:50,8,9,7,6,7,4,0,0,0,0,1,10,9,2,6,2,2,8,0,1,0,0,0,0,0,1,0,0,0,1
6947550080,175027024,3,10/9/2018 11:50,6,8,10,10,5,6,0,1,0,0,0,11,8,8,5,2,2,5,0,1,0,0,0,0,0,1,0,0,0,1
6947550077,175027024,4,10/9/2018 11:50,8,10,9,5,4,2,0,0,0,1,0,4,7,7,6,3,3,7,0,1,0,0,0,0,0,0,1,0,0,1
6947550062,175027024,1,10/9/2018 11:50,10,10,10,10,10,10,0,1,0,0,0,5,5,5,10,3,3,3,0,1,0,0,0,0,0,1,0,0,0,1
6947550038,175027024,3,10/9/2018 11:50,7,9,7,3,4,8,0,0,0,0,0,8,10,10,9,3,3,6,0,1,0,0,0,0,0,1,0,0,0,1
6947550034,175027024,2,10/9/2018 11:50,10,1,8,6,5,7,0,0,0,0,1,5,6,9,1,2,4,5,0,1,0,0,0,0,0,1,0,0,0,1
6947550024,175027024,2,10/9/2018 11:50,10,10,1,10,5,10,0,0,0,0,0,8,6,10,10,3,3,3,0,1,0,0,0,0,1,0,0,0,0,1
6947550007,175027024,2,10/9/2018 11:50,6,4,7,3,6,5,0,0,1,0,0,11,10,10,8,2,3,6,0,1,0,0,0,0,0,1,0,0,0,1
6947549998,175027024,3,10/9/2018 11:50,8,10,8,5,7,5,1,1,1,1,1,1,4,10,7,2,2,9,1,0,0,0,0,0,0,1,0,0,1,0
6947549881,175027024,3,10/9/2018 11:50,10,8,8,6,1,8,1,1,1,1,1,6,10,10,7,2,1,5,1,0,0,0,1,0,1,0,0,0,1,0
6947549793,175027024,1,10/9/2018 11:49,7,7,7,6,6,3,0,0,0,0,1,4,6,1,3,2,3,6,1,0,0,0,1,0,0,1,0,0,1,0
6947549760,175027024,,10/9/2018 11:49,10,10,10,10,10,9,1,0,0,1,0,6,3,8,8,3,4,1,0,1,0,0,1,0,1,0,0,0,0,1
6947549621,175027024,2,10/9/2018 11:49,10,10,10,6,1,5,1,0,0,0,0,5,3,10,8,3,3,3,0,1,0,0,0,0,0,1,0,0,0,1
6947549583,175027024,1,10/9/2018 11:49,8,7,8,8,7,8,1,1,1,1,0,4,6,8,7,2,4,2,0,1,0,0,1,0,1,0,0,0,0,1
6947549554,175027024,1,10/9/2018 11:49,6,6,7,7,5,1,0,0,0,1,0,5,1,1,7,3,5,4,0,1,0,0,0,0,0,1,0,0,0,1
6947549550,175027024,3,10/9/2018 11:49,9,6,7,6,5,8,0,0,0,0,1,10,3,1,6,2,3,3,0,1,0,0,1,0,0,1,0,0,0,1
6947549506,175027024,1,10/9/2018 11:49,6,3,4,5,6,7,1,0,0,0,0,5,7,4,6,2,6,3,1,0,0,0,1,0,0,1,0,0,1,0
6947549441,175027024,2,10/9/2018 11:49,8,8,4,5,5,3,0,0,0,0,1,10,10,10,4,3,3,2,1,0,0,0,1,0,0,0,1,0,1,0
6947549369,175027024,1,10/9/2018 11:48,10,1,1,4,4,1,0,0,0,1,0,6,8,8,1,3,6,5,0,1,0,0,0,0,0,0,1,0,0,1
6947549351,175027024,1,10/9/2018 11:48,8,10,10,7,6,4,0,1,1,0,1,10,1,1,1,4,3,9,0,1,0,0,0,0,0,1,0,0,0,1
6947549211,175027024,2,10/9/2018 11:48,6,8,8,5,6,5,1,0,0,0,0,10,4,5,4,3,4,1,1,0,0,0,0,0,0,1,0,0,1,0
6947549188,175027024,2,10/9/2018 11:48,6,6,5,7,4,8,1,0,0,0,0,3,2,2,10,4,3,1,1,0,0,0,1,0,0,1,0,0,1,0
6947549107,175027024,1,10/9/2018 11:48,7,6,8,3,4,4,1,0,0,0,0,12,1,1,3,2,5,4,0,1,0,0,0,0,0,1,0,0,0,1
6947548966,175027024,2,10/9/2018 11:48,8,6,6,3,1,4,0,0,0,0,0,10,5,7,3,5,5,2,0,1,0,0,1,0,0,1,0,0,0,1
6947548952,175027024,2,10/9/2018 11:48,8,5,6,6,7,4,0,0,1,0,0,10,8,10,6,2,,7,1,0,0,1,0,1,0,1,0,0,1,0
6947548935,175027024,1,10/9/2018 11:48,6,6,6,5,5,5,0,1,0,0,0,6,6,5,5,2,2,5,1,0,0,0,0,0,0,1,0,0,1,0
6947548842,175027024,,10/9/2018 11:47,4,5,6,6,6,5,0,0,0,1,0,7,7,6,7,2,4,1,0,1,0,0,0,0,0,1,0,0,0,1
6947548832,175027024,2,10/9/2018 11:47,7,6,6,5,4,7,0,0,0,0,1,6,10,10,8,2,4,8,1,0,0,0,0,0,1,0,0,0,1,0
6947548798,175027024,1,10/9/2018 11:47,10,7,5,4,1,8,0,0,0,0,0,7,10,10,5,2,,7,0,1,0,1,0,1,0,1,0,0,0,1
6947548788,175027024,1,10/9/2018 11:47,4,4,1,4,3,7,0,0,0,0,0,2,3,4,4,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1
6947548724,175027024,2,10/9/2018 11:48,2,2,2,4,4,3,0,0,1,0,0,3,4,4,4,2,5,9,1,0,0,0,1,0,0,1,0,0,1,0
6947548707,175027024,1,10/9/2018 11:47,5,3,6,8,5,4,0,0,0,0,1,4,6,8,5,3,1,1,0,1,0,0,1,0,0,0,1,0,0,1
6947548680,175027024,1,10/9/2018 11:47,7,10,6,7,8,4,0,1,0,0,0,10,8,9,6,2,,5,0,1,0,1,0,0,0,1,0,0,0,1
6947548637,175027024,1,10/9/2018 11:47,5,5,4,4,4,4,0,0,0,1,0,7,6,6,5,2,1,6,0,1,0,0,1,0,0,1,0,0,0,1
6947548390,175027024,,10/9/2018 11:46,1,3,4,4,6,1,0,0,0,0,1,11,3,2,2,3,1,5,0,1,0,0,0,0,0,1,0,0,0,1
6947504766,175020213,2,10/9/2018 10:07,7,5,10,8,10,4,1,1,1,1,1,6,3,1,6,,,,0,0,1,0,1,0,1,0,0,0,0,0
6947484189,175020213,2,10/9/2018 9:16,8,9,10,10,10,3,0,0,0,0,0,6,2,2,5,,,,0,0,1,0,0,0,1,0,0,0,0,0
6947284859,175020213,3,10/8/2018 17:02,10,4,6,8,5,3,0,0,0,0,0,10,1,1,4,,,,0,0,1,0,0,1,0,1,0,0,0,0
6947014235,175020213,2,10/8/2018 3:10,10,6,6,6,4,3,0,0,0,0,0,10,1,1,10,,,,0,0,1,0,0,1,0,1,0,0,0,0
6946967393,175020213,1,10/7/2018 21:27,10,2,7,3,1,10,0,0,0,0,0,10,2,2,10,,,,0,0,1,0,0,0,1,0,0,0,0,0
6946880595,175020213,2,10/7/2018 12:44,2,1,5,7,2,2,0,0,0,0,1,6,1,1,9,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946818921,175020213,1,10/7/2018 6:28,5,6,6,6,4,8,0,0,0,0,0,5,1,1,7,,,,0,0,1,0,1,0,0,1,0,0,0,0
6946790561,175020213,2,10/7/2018 2:17,6,5,3,3,2,1,1,0,0,0,0,5,1,1,4,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946779888,175020213,2,10/6/2018 23:55,8,10,6,6,3,6,0,0,0,0,1,10,1,3,8,,,,0,0,1,0,0,1,1,0,0,0,0,0
6946747587,175020213,2,10/6/2018 18:45,6,6,8,5,5,1,1,1,0,0,0,10,1,1,2,,,,0,0,1,0,1,0,0,1,0,0,0,0
6946738411,175020213,2,10/6/2018 17:35,9,8,6,10,5,4,1,0,1,0,0,4,3,3,4,,,,0,0,1,0,0,0,1,0,0,0,0,0
6946735281,175020213,3,10/6/2018 17:13,10,7,10,8,7,5,1,1,1,1,1,2,10,10,7,,,,0,0,1,0,0,0,1,0,0,0,0,0
6946724127,175020213,1,10/6/2018 15:56,9,10,8,10,10,9,0,0,1,0,1,4,10,10,6,,,,0,0,1,0,1,0,0,1,0,0,0,0
6946724069,175020213,4,10/6/2018 15:56,8,8,10,3,5,8,1,1,1,0,0,8,10,10,3,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946722230,175020215,1,10/6/2018 15:44,8,10,7,2,1,7,0,0,0,0,0,2,2,5,10,4,4,5,0,1,0,0,0,0,0,1,0,0,0,1
6946722119,175020215,5,10/6/2018 15:43,3,6,5,3,8,4,0,0,0,0,0,10,6,6,6,4,6,7,0,1,0,0,0,0,0,1,0,0,0,1
6946721646,175020215,1,10/6/2018 15:40,10,8,7,3,4,5,0,0,0,0,0,10,4,5,4,2,3,3,1,0,0,0,0,0,0,0,1,0,1,0
6946721221,175020215,2,10/6/2018 15:38,5,6,3,4,5,5,0,0,1,0,0,12,6,7,4,4,8,5,0,1,0,0,1,0,1,0,0,0,0,1
6946720996,175020238,4,10/6/2018 15:36,8,9,10,8,10,7,0,0,0,0,1,3,9,10,8,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946720986,175020215,1,10/6/2018 15:36,7,1,5,5,3,2,0,0,0,0,0,2,7,6,10,4,5,8,1,0,0,0,1,0,0,1,0,0,1,0
6946720520,175020215,2,10/6/2018 15:34,8,1,5,1,1,10,0,0,0,0,0,2,8,5,1,3,2,9,0,1,0,0,0,0,0,1,0,0,0,1
6946720511,175020238,2,10/6/2018 15:34,7,3,9,8,3,7,1,1,1,1,1,6,1,1,7,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946720375,175020215,5,10/6/2018 15:33,6,3,4,5,6,5,0,0,0,0,0,2,6,10,8,3,4,5,1,0,0,0,1,0,0,1,0,0,1,0
6946720043,175020215,2,10/6/2018 15:31,10,10,6,4,1,7,0,0,0,0,0,5,1,1,1,5,4,9,0,1,0,0,0,0,0,1,0,0,0,1
6946720011,175020215,2,10/6/2018 15:31,4,3,10,10,8,5,0,0,0,0,1,6,1,1,7,2,4,1,1,0,0,0,0,0,1,0,0,0,1,0
6946719990,175020215,2,10/6/2018 15:31,8,6,8,5,5,6,0,0,1,0,0,1,4,4,5,4,4,4,0,1,0,0,0,0,1,0,0,0,0,1
6946719985,175020215,2,10/6/2018 15:30,7,7,7,7,7,7,1,0,0,0,0,10,8,8,5,3,,2,1,0,0,1,0,1,0,1,0,0,1,0
6946719840,175020215,2,10/6/2018 15:30,6,6,3,6,1,4,0,1,1,0,1,6,1,1,8,3,,9,0,1,0,1,1,0,1,0,0,0,0,1
6946719643,175020215,3,10/6/2018 15:29,6,2,7,5,6,7,0,0,1,0,0,3,9,10,8,2,1,9,0,1,0,0,0,0,0,1,0,0,0,1
6946719230,175020215,2,10/6/2018 15:26,10,9,10,4,2,2,0,0,1,0,0,5,1,1,8,3,8,2,1,0,0,0,0,0,1,0,0,0,1,0
6946718953,175020215,3,10/6/2018 15:25,2,10,9,9,9,10,0,0,0,0,0,10,9,10,7,5,,2,0,1,0,1,0,1,0,1,0,0,0,1
6946718732,175020215,3,10/6/2018 15:23,4,2,4,1,7,3,1,0,0,0,1,10,1,1,10,2,,,0,1,0,1,0,1,0,0,1,0,0,1
6946718516,175020238,16,10/6/2018 15:22,9,8,8,8,9,9,0,1,0,0,0,6,9,9,8,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946718099,175020215,2,10/6/2018 15:19,6,7,5,5,2,6,0,0,0,0,0,10,6,8,4,5,3,9,0,1,0,0,0,1,0,1,0,0,0,1
6946717556,175020215,3,10/6/2018 15:16,8,6,9,7,2,7,0,0,0,0,0,6,1,1,10,4,5,9,1,0,0,0,0,1,1,0,0,0,1,0
6946717492,175020215,1,10/6/2018 15:15,8,8,9,8,5,3,1,1,1,0,0,10,3,2,9,2,5,9,1,0,0,0,0,1,0,1,0,0,1,0
6946717382,175020215,2,10/6/2018 15:15,5,5,10,10,6,3,0,1,0,0,0,2,1,1,5,2,3,9,0,1,0,0,0,0,0,1,0,0,0,1
6946717378,175020215,4,10/6/2018 15:16,10,10,8,5,5,8,0,0,0,0,0,6,1,1,8,5,4,4,1,0,0,0,0,1,0,1,0,0,1,0
6946717374,175020215,2,10/6/2018 15:15,2,8,3,8,1,10,0,0,0,0,0,3,1,1,10,5,4,9,0,1,0,0,0,1,0,1,0,0,0,1
6946717117,175020215,1,10/6/2018 15:13,1,1,2,10,4,6,0,0,0,0,0,10,1,1,2,2,4,2,1,0,0,0,0,0,1,0,0,0,1,0
6946717004,175020215,2,10/6/2018 15:13,7,6,5,6,5,1,0,0,0,0,0,11,1,1,3,2,6,2,0,1,0,0,0,0,0,1,0,0,0,1
6946716806,175020215,3,10/6/2018 15:11,8,5,7,5,5,8,0,0,0,0,0,2,10,9,9,5,6,5,0,1,0,0,0,0,0,1,0,0,0,1
6946716772,175020215,3,10/6/2018 15:11,8,5,9,7,6,4,1,1,1,0,1,10,10,10,10,2,3,5,1,0,0,0,0,0,0,1,0,0,1,0
6946716765,175020215,2,10/6/2018 15:11,8,8,6,5,4,8,0,0,0,0,0,2,9,9,8,5,2,9,0,1,0,0,0,0,0,1,0,0,0,1
6946716529,175020215,3,10/6/2018 15:10,6,6,6,6,6,6,0,0,0,0,0,11,3,3,1,2,1,2,1,0,0,0,0,0,0,1,0,0,1,0
6946716017,175020215,2,10/6/2018 15:07,6,6,9,3,3,5,1,0,0,0,0,10,10,10,5,5,5,5,0,1,0,0,0,0,0,1,0,0,0,1
6946715914,175020215,1,10/6/2018 15:06,3,6,5,7,6,6,0,0,0,0,0,10,1,1,8,2,1,3,0,1,0,0,0,0,0,1,0,0,0,1
6946715881,175020215,2,10/6/2018 15:06,10,1,5,4,4,10,0,0,0,0,0,10,10,10,5,3,4,3,1,0,0,0,1,0,0,1,0,0,1,0
6946715868,175020215,2,10/6/2018 15:06,7,4,5,3,1,5,1,0,0,0,0,2,1,1,3,5,5,9,0,1,0,0,1,0,1,0,0,0,0,1
6946715524,175020215,2,10/6/2018 15:04,7,6,8,4,4,7,0,0,1,0,0,6,7,7,10,4,7,7,0,1,0,0,0,0,0,1,0,0,0,1
6946714920,175020215,2,10/6/2018 15:00,5,5,8,9,2,3,0,0,0,0,0,10,4,10,10,4,5,3,1,0,0,0,1,0,0,1,0,0,1,0
6946714689,175020215,1,10/6/2018 14:59,1,1,1,1,1,1,0,0,1,0,0,5,1,1,1,2,2,4,0,1,0,0,0,1,0,0,1,0,0,1
6946714670,175020215,3,10/6/2018 14:59,8,8,6,5,1,2,0,0,0,0,0,11,1,4,3,3,2,9,0,1,0,0,0,0,0,1,0,0,0,1
6946714583,175020238,1,10/6/2018 14:58,10,10,10,5,2,10,0,1,0,0,0,6,1,1,8,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946714581,175020215,2,10/6/2018 14:58,10,10,7,6,3,4,1,0,0,0,0,11,7,10,4,3,5,5,0,1,0,0,1,0,0,1,0,0,0,1
6946714377,175020215,2,10/6/2018 14:57,2,2,5,3,5,7,1,0,0,0,0,12,3,2,1,3,3,8,1,0,0,0,1,0,0,1,0,0,1,0
6946714353,175020215,2,10/6/2018 14:57,1,1,1,5,1,7,0,0,0,0,0,2,2,1,10,5,7,9,1,0,0,0,1,0,0,1,0,0,1,0
6946714328,175020215,2,10/6/2018 14:57,5,5,5,4,2,10,0,0,0,0,0,5,2,1,5,4,2,6,0,1,0,0,0,0,0,1,0,0,0,1
6946713882,175020215,2,10/6/2018 14:54,10,10,10,5,5,5,0,1,0,0,1,10,10,10,10,3,3,9,0,1,0,0,0,0,0,1,0,0,0,1
6946713724,175020215,1,10/6/2018 14:53,9,9,8,6,5,6,0,0,0,0,0,5,2,4,4,3,3,7,0,1,0,0,0,0,1,0,0,0,0,1
6946713701,175020215,1,10/6/2018 14:53,10,10,10,5,5,1,0,0,0,0,0,10,5,1,6,3,2,9,1,0,0,0,1,0,0,1,0,0,1,0
6946713675,175020238,2,10/6/2018 14:53,10,10,7,1,3,1,0,0,0,0,0,2,10,10,1,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946713135,175020215,2,10/6/2018 14:50,10,3,7,10,10,10,0,0,0,0,1,10,10,10,3,2,1,2,0,1,0,0,0,1,0,1,0,0,0,1
6946713125,175020215,1,10/6/2018 14:50,5,5,5,6,3,7,0,0,0,0,1,4,6,5,6,3,4,9,1,0,0,0,1,0,0,1,0,0,1,0
6946713017,175020238,23,10/6/2018 14:49,7,8,6,7,8,8,1,1,0,0,0,4,6,9,9,,,,0,0,1,0,1,0,0,1,0,0,0,0
6946712857,175020215,4,10/6/2018 14:48,10,10,10,9,10,10,0,0,0,0,1,11,1,1,10,2,1,2,1,0,0,0,0,0,0,0,1,0,1,0
6946712774,175020215,2,10/6/2018 14:48,5,5,8,1,4,5,0,0,0,0,0,5,8,9,5,3,3,3,0,1,0,0,1,0,0,1,0,0,0,1
6946712752,175020215,1,10/6/2018 14:47,6,5,8,6,4,10,0,0,1,0,0,12,5,5,8,3,8,6,0,1,0,0,0,0,0,1,0,0,0,1
6946712429,175020238,2,10/6/2018 14:46,6,4,8,6,6,4,0,1,0,0,0,10,10,10,10,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946712339,175020215,2,10/6/2018 14:45,7,8,4,4,2,5,0,0,0,0,1,5,10,10,6,4,3,2,0,1,0,0,0,0,0,1,0,0,0,1
6946712012,175020215,2,10/6/2018 14:43,5,5,6,3,3,3,0,0,0,0,0,5,8,8,6,4,2,9,0,1,0,0,0,0,0,0,1,0,0,1
6946711977,175020238,2,10/6/2018 14:43,9,10,8,8,9,10,0,1,0,0,0,6,10,10,10,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946711846,175020215,1,10/6/2018 14:42,6,10,10,6,3,4,1,0,0,0,0,5,4,9,1,2,4,3,1,0,0,0,0,0,0,1,0,0,1,0
6946711797,175020215,4,10/6/2018 14:42,3,2,5,7,5,6,0,0,0,0,1,10,6,6,3,4,4,3,0,1,0,0,1,0,1,0,0,0,0,1
6946711784,175020215,2,10/6/2018 14:42,7,6,5,6,2,6,0,0,0,0,0,10,1,1,5,5,,1,0,1,0,1,0,0,0,1,0,0,0,1
6946711671,175020238,1,10/6/2018 14:41,9,3,7,8,5,5,0,1,1,0,0,11,2,2,9,,,,0,0,1,0,1,0,0,1,0,0,0,0
6946711306,175020215,2,10/6/2018 14:40,7,7,5,5,5,9,0,0,0,0,0,10,9,9,7,5,3,6,0,1,0,0,0,0,0,1,0,0,0,1
6946711113,175020215,2,10/6/2018 14:38,2,2,7,7,1,9,0,0,0,0,0,5,10,2,8,5,,9,1,0,0,1,0,1,0,1,0,0,1,0
