Respondent ID,Collector ID,End Date,FavorEntryLevel,FavorConventionalSoon,FavorOnlineEducation,FavorAI,HeardOfUdacity,HeardOfUdemy,HeardOfCoursera,HeardOfPluralsight,HeardOfLynda,Industry,FavorRegulation,ReportedIncome,ReportedAge,ReportedExactAge,Education,Ethnicity,SurveyMonkeyAge,SurveyMonkeyIncome,SurveyMonkeyRegion,IsReportedMale,IsReportedFemale,IsReportedNonbinary,IsUnreportedGender,IsReportedIncomePreferNotDisclose,IsSurveyMonkeyMale,IsSurveyMonkeyFemale,IsSurveyMonkeyUnreportedGender,IsSurveyMonkeyIncomePreferNotDisclose,IsManager,IsUnemployed,IsMale,IsFemale
11283824975,252761849,1/18/2020 16:22,8,8,9,9,1,1,1,0,0,6,4,4,2,25,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283822572,252761849,1/18/2020 16:19,7,8,8,8,0,0,1,0,0,10,8,4,2,25,5,2,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283822033,252761849,1/18/2020 16:19,5,4,7,9,1,1,1,0,0,6,7,2,2,23,4,3,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283821091,252761849,1/18/2020 16:18,10,7,10,9,0,1,1,0,1,6,7,6,2,26,5,3,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283821054,252761849,1/18/2020 16:18,9,10,6,6,0,1,0,0,1,6,5,2,1,34,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283820711,252761849,1/18/2020 16:17,6,6,4,4,0,1,1,0,0,11,3,4,3,34,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283820600,252761849,1/18/2020 16:17,10,9,8,6,0,0,0,0,1,6,5,3,3,31,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283820303,252761849,1/18/2020 16:17,6,9,9,9,1,0,0,0,0,6,5,5,2,27,4,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283820275,252761849,1/18/2020 16:17,2,2,9,9,0,0,0,0,1,11,2,2,2,19,2,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283820234,252761849,1/18/2020 16:17,7,8,10,4,1,1,1,0,1,10,1,1,3,31,5,6,,,,0,0,1,0,0,0,0,1,0,0,0,0,0
11283820097,252761849,1/18/2020 16:17,7,9,9,8,0,1,0,0,0,6,7,4,3,36,4,2,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283819340,252761849,1/18/2020 16:16,9,10,9,9,0,1,0,0,0,1,9,4,2,25,5,5,,,,0,1,0,0,0,0,0,1,0,0,1,0,1
11283819078,252761849,1/18/2020 16:15,7,5,6,7,0,1,1,0,0,10,7,3,3,38,4,5,,,,0,1,0,0,0,0,0,1,0,0,1,0,1
11283818899,252761849,1/18/2020 16:15,8,8,10,7,1,1,0,0,0,4,7,3,2,24,8,6,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283818306,252761849,1/18/2020 16:14,6,6,7,7,0,0,0,0,1,10,5,,2,21,5,5,,,,0,1,0,0,1,0,0,1,0,0,0,0,1
11283818176,252761849,1/18/2020 16:14,9,8,8,8,0,0,0,0,1,10,7,4,3,37,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283816914,252761849,1/18/2020 16:13,7,8,8,7,1,1,1,0,0,2,8,5,2,22,5,2,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283816135,252761849,1/18/2020 16:12,10,6,6,6,0,1,1,1,0,5,6,6,2,25,8,3,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283815799,252761849,1/18/2020 16:12,7,7,5,5,1,1,1,0,0,11,5,3,2,25,4,2,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283815749,252761849,1/18/2020 16:12,8,10,5,5,0,0,0,0,1,5,8,2,5,69,5,5,,,,0,1,0,0,0,0,0,1,0,0,1,0,1
11283815494,252761849,1/18/2020 16:12,8,10,6,4,0,1,1,1,1,10,4,3,3,33,4,6,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283815424,252761849,1/18/2020 16:11,6,7,8,7,1,0,0,0,0,5,7,6,2,25,6,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283814632,252761849,1/18/2020 16:11,5,4,3,3,0,0,0,0,0,5,2,2,2,24,6,5,,,,0,1,0,0,0,0,0,1,0,0,1,0,1
11283814206,252761849,1/18/2020 16:10,8,7,7,8,0,1,1,0,0,6,8,4,3,39,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283812840,252761849,1/18/2020 16:09,7,6,8,7,1,1,1,0,0,10,5,4,4,47,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283812124,252761849,1/18/2020 16:08,3,5,5,4,0,0,1,0,0,5,8,3,2,27,6,5,,,,1,0,0,0,0,0,0,1,0,0,1,1,0
11283812058,252761849,1/18/2020 16:08,8,7,9,6,0,0,1,0,1,11,4,3,2,25,4,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283811681,252761849,1/18/2020 16:07,6,6,6,10,1,1,1,0,1,6,8,5,4,45,4,3,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283811452,252761849,1/18/2020 16:07,8,7,9,7,0,0,1,0,1,2,5,3,2,21,4,4,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283811046,252761849,1/18/2020 16:07,7,5,7,7,0,1,1,0,1,10,8,1,2,21,5,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283810948,252761849,1/18/2020 16:07,8,7,10,10,1,1,0,0,0,11,6,2,4,56,4,3,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283810918,252761849,1/18/2020 16:07,6,8,7,8,1,1,0,0,0,11,7,3,5,72,3,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283809795,252761849,1/18/2020 16:05,9,10,4,1,1,0,0,0,0,2,4,5,2,26,5,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283809198,252761849,1/18/2020 16:05,10,10,10,10,1,1,1,1,1,6,10,4,3,37,5,2,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283808841,252761849,1/18/2020 16:04,9,9,8,8,0,0,0,0,1,10,9,4,3,43,3,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283808840,252761849,1/18/2020 16:04,6,3,6,5,0,0,0,0,0,10,10,2,2,29,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283808648,252761849,1/18/2020 16:04,3,2,7,3,0,0,1,0,0,2,10,2,3,39,7,5,,,,0,0,1,0,0,0,0,1,0,0,0,0,0
11283808281,252761849,1/18/2020 16:04,9,5,10,5,1,0,0,0,1,11,10,3,2,23,5,4,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283808258,252761849,1/18/2020 16:04,7,7,8,5,1,0,1,0,0,8,10,5,3,30,5,4,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283808245,252761849,1/18/2020 16:04,10,5,10,10,0,1,1,0,0,8,1,7,2,25,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283807793,252761849,1/18/2020 16:03,8,4,8,5,0,1,1,0,0,5,6,4,2,22,6,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283807460,252761849,1/18/2020 16:03,8,6,7,7,1,0,1,0,0,10,6,3,2,25,3,4,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283807429,252761849,1/18/2020 16:03,5,3,7,4,0,0,0,0,0,4,6,2,2,24,5,2,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283806873,252761849,1/18/2020 16:02,7,3,9,10,0,0,0,0,0,10,8,4,2,27,4,5,,,,1,0,0,0,0,0,0,1,0,0,1,1,0
11283806035,252761849,1/18/2020 16:01,10,4,7,6,1,0,1,0,0,2,9,2,2,25,4,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283805076,252761849,1/18/2020 16:00,6,6,8,8,1,1,1,0,0,6,5,3,2,25,5,4,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283804619,252761849,1/18/2020 16:00,7,7,8,9,0,0,0,0,1,5,8,3,5,68,3,5,,,,0,1,0,0,0,0,0,1,0,0,1,0,1
11283804159,252761849,1/18/2020 15:59,9,10,9,8,1,0,1,0,0,6,6,4,3,31,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283803934,252761849,1/18/2020 15:59,6,6,10,2,1,0,1,0,1,6,10,3,3,23,5,5,,,,0,0,1,0,0,0,0,1,0,1,0,0,0
11283803903,252761849,1/18/2020 15:59,5,4,6,7,1,0,0,0,0,6,8,5,3,36,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283803183,252761849,1/18/2020 15:58,7,9,7,7,0,1,0,0,1,1,7,2,2,27,5,4,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283803118,252761849,1/18/2020 15:58,7,7,7,7,1,1,1,0,1,6,9,,2,25,4,3,,,,1,0,0,0,1,0,0,1,0,0,0,1,0
11283803040,252761849,1/18/2020 15:58,9,9,9,9,0,1,1,0,1,6,1,2,2,25,3,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283802933,252761849,1/18/2020 15:58,7,5,8,6,1,1,1,0,0,2,6,4,2,65,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283802756,252761849,1/18/2020 15:58,3,4,6,8,1,1,1,1,1,6,3,5,2,100,7,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283802012,252761849,1/18/2020 15:57,5,3,4,8,0,0,1,0,0,5,5,3,2,24,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283802005,252761849,1/18/2020 15:57,10,10,10,5,0,0,1,0,1,10,6,2,2,26,4,2,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283801962,252761849,1/18/2020 15:57,9,10,7,6,1,1,1,0,0,10,5,3,2,29,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283801788,252761849,1/18/2020 15:57,7,8,9,6,1,1,0,0,1,6,7,3,2,23,3,4,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283801432,252761849,1/18/2020 15:56,8,7,10,4,0,0,1,1,1,1,3,3,2,19,4,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283801418,252761849,1/18/2020 15:56,7,6,6,6,1,1,1,1,1,6,8,5,2,25,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283800173,252761849,1/18/2020 15:55,7,5,9,8,0,0,1,0,0,6,10,3,2,26,2,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283799747,252761849,1/18/2020 15:54,7,3,8,8,0,1,1,0,0,12,4,2,3,37,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283799683,252761849,1/18/2020 15:54,8,9,7,7,0,1,1,0,0,6,9,8,3,36,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283799574,252761849,1/18/2020 15:54,10,10,10,8,0,1,0,0,1,5,4,3,3,39,4,3,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283799123,252761849,1/18/2020 15:54,6,7,8,6,0,0,0,0,0,7,9,2,4,58,7,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283798644,252761849,1/18/2020 15:53,7,8,8,8,0,0,1,0,0,5,8,3,2,25,8,3,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283798620,252761849,1/18/2020 15:53,10,10,7,7,0,1,0,0,1,10,7,2,4,56,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283798313,252761849,1/18/2020 15:53,10,8,8,6,0,0,0,0,1,5,7,3,4,60,5,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283797835,252761849,1/18/2020 15:52,9,6,9,10,0,0,1,0,0,4,5,4,2,28,5,3,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283797550,252761849,1/18/2020 15:52,7,6,7,7,0,0,0,0,1,5,5,3,2,22,6,3,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283797501,252761849,1/18/2020 15:52,10,5,7,10,0,0,0,0,0,10,8,3,3,37,3,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283797272,252761849,1/18/2020 15:51,8,10,10,8,0,1,1,0,1,11,7,4,3,40,6,4,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283796980,252761849,1/18/2020 15:51,10,10,10,9,0,1,1,0,0,11,9,2,4,46,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283796752,252761849,1/18/2020 15:51,8,10,10,10,0,1,0,0,1,8,8,3,2,25,4,1,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283796595,252761849,1/18/2020 15:51,4,10,10,6,1,1,1,0,0,11,7,3,2,24,3,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283796575,252761849,1/18/2020 15:51,6,6,6,6,1,1,1,1,1,5,5,2,2,23,6,3,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283796003,252761849,1/18/2020 15:50,7,3,10,9,1,1,1,0,0,11,10,3,3,37,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283795813,252761849,1/18/2020 15:50,7,7,9,7,1,1,1,0,1,10,8,5,3,36,5,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283795623,252761849,1/18/2020 15:50,7,6,8,8,0,0,0,0,1,10,8,6,2,21,3,5,,,,1,0,0,0,0,0,0,1,0,0,1,1,0
11283795611,252761849,1/18/2020 15:50,7,9,10,5,1,0,1,0,0,6,9,5,3,34,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283795548,252761849,1/18/2020 15:50,7,6,7,5,0,1,0,0,0,10,5,3,4,55,3,5,,,,0,1,0,0,0,0,0,1,0,0,1,0,1
11283795479,252761849,1/18/2020 15:50,9,4,6,3,0,1,1,0,1,6,5,4,3,36,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283795014,252761849,1/18/2020 15:49,5,5,7,8,0,0,0,0,0,2,7,3,2,24,4,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283794795,252761849,1/18/2020 15:49,10,5,8,10,1,0,0,0,0,10,3,4,5,60,3,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283794570,252761849,1/18/2020 15:49,7,4,7,8,0,0,1,0,1,4,8,3,3,37,5,5,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283794422,252761849,1/18/2020 15:48,8,9,8,7,1,1,1,0,0,2,5,4,2,27,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283794374,252761849,1/18/2020 15:48,8,7,8,5,0,1,0,0,0,10,6,8,4,58,5,5,,,,1,0,0,0,0,0,0,1,0,0,1,1,0
11283794121,252761849,1/18/2020 15:48,10,9,9,8,0,1,1,0,0,6,9,5,3,39,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283794113,252761849,1/18/2020 15:48,2,5,8,7,1,0,1,0,0,10,6,3,2,25,5,5,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283794109,252761849,1/18/2020 15:48,7,6,8,10,1,1,0,0,1,8,5,4,3,33,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283793879,252761849,1/18/2020 15:48,5,8,9,1,0,0,1,0,0,2,4,7,4,48,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283793812,252761849,1/18/2020 15:48,10,10,10,8,1,0,0,0,0,10,7,5,4,53,4,5,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283793811,252761849,1/18/2020 15:48,7,8,10,8,0,1,0,0,0,10,10,3,4,48,3,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283792903,252761849,1/18/2020 15:47,8,7,8,8,0,0,0,0,1,11,8,6,2,23,4,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283792847,252761849,1/18/2020 15:47,10,6,6,9,0,1,1,0,1,12,8,3,4,53,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283792463,252761849,1/18/2020 15:46,7,5,5,9,0,1,1,0,1,6,5,4,4,51,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
