"RespondentID","CollectorID","EndDate","FavorEntryLevel","Industry","ReportedIncome","ReportedAge","Education","Ethnicity","SurveyMonkeyAge","SurveyMonkeyIncome","SurveyMonkeyRegion","IsReportedMale","IsReportedFemale","IsReportedNonbinary","IsUnreportedGender","IsReportedIncomePreferNotDisclose","IsSurveyMonkeyMale","IsSurveyMonkeyFemale","IsSurveyMonkeyUnreportedGender","IsSurveyMonkeyIncomePreferNotDisclose","IsManager","IsUnemployed","IsMale","IsFemale"
"11132659073","249561822","11/10/2019 17:32","7","10","4","3","5","5","3","4","1","1","0","0","0","0","1","0","0","0","0","1","1","0"
"11132661359","249561822","11/10/2019 17:34","8","10","1","2","4","2","2","1","8","1","0","0","0","0","1","0","0","0","0","1","1","0"
"11132661031","249561822","11/10/2019 17:34","9","5","3","2","6","2","2","3","9","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132659451","249561822","11/10/2019 17:32","4","10","8","2","7","5","2","8","8","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132662033","249561822","11/10/2019 17:35","9","8","6","3","5","5","","","","1","0","0","0","0","0","0","1","0","1","0","1","0"
"11132664922","249561822","11/10/2019 17:38","6","2","3","3","5","5","3","2","9","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132672341","249561822","11/10/2019 17:45","7","10","2","2","3","4","2","2","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132674805","249561822","11/10/2019 17:46","8","6","3","2","5","2","2","1","2","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132668186","249561822","11/10/2019 17:41","4","2","6","3","7","5","3","6","3","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132674819","249561822","11/10/2019 17:46","5","10","1","2","6","5","2","1","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132674973","249561822","11/10/2019 17:47","10","11","8","2","5","5","2","10","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132675551","249561822","11/10/2019 17:47","1","10","5","3","5","4","3","4","1","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132675982","249561822","11/10/2019 17:47","8","11","3","3","5","5","3","3","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132676866","249561822","11/10/2019 17:48","7","10","3","2","4","5","2","2","4","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132677771","249561822","11/10/2019 17:49","7","8","5","2","5","5","2","5","3","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132684164","249561822","11/10/2019 17:55","4","11","1","3","3","5","3","","5","1","0","0","0","0","1","0","0","1","0","1","1","0"
"11132684511","249561822","11/10/2019 17:55","5","6","3","3","5","5","3","4","9","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132685354","249561822","11/10/2019 17:56","7","5","3","2","4","5","2","3","7","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132692180","249561822","11/10/2019 18:03","6","5","4","3","3","5","3","4","2","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132688070","249561822","11/10/2019 17:59","7","10","4","2","5","5","2","4","3","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132693368","249561822","11/10/2019 18:04","8","11","6","2","4","5","2","3","5","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132693634","249561822","11/10/2019 18:04","10","2","4","2","4","5","2","4","3","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132693858","249561822","11/10/2019 18:04","6","2","1","2","4","2","2","1","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132696163","249561822","11/10/2019 18:06","10","5","5","3","7","3","3","5","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132697305","249561822","11/10/2019 18:06","7","10","5","3","4","5","3","5","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132698448","249561822","11/10/2019 18:09","8","3","3","2","4","2","2","3","3","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132699233","249561822","11/10/2019 18:09","3","6","6","3","3","2","3","6","5","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132704115","249561822","11/10/2019 18:14","6","12","2","3","3","5","3","2","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132704744","249561822","11/10/2019 18:14","10","2","5","2","5","5","2","9","5","0","0","1","0","0","0","1","0","0","1","0","0","1"
"11132707633","249561822","11/10/2019 18:17","10","2","4","3","5","4","3","4","7","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132707831","249561822","11/10/2019 18:17","10","4","3","3","5","4","3","4","9","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132709160","249561822","11/10/2019 18:18","8","6","6","3","3","5","3","6","2","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132711818","249561822","11/10/2019 18:21","10","2","2","2","3","3","2","1","7","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132712717","249561822","11/10/2019 18:22","9","6","5","3","7","2","3","5","1","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132713322","249561822","11/10/2019 18:22","3","10","1","2","3","5","2","1","6","1","0","0","0","0","1","0","0","0","0","1","1","0"
"11132713333","249561822","11/10/2019 18:22","3","4","1","2","3","4","2","1","7","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132718317","249561822","11/10/2019 18:27","7","2","5","2","5","5","2","3","8","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132718653","249561822","11/10/2019 18:27","7","4","8","3","5","5","3","7","2","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132722470","249561822","11/10/2019 18:31","8","4","10","2","3","5","2","9","9","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132723192","249561822","11/10/2019 18:31","6","2","1","2","4","5","2","1","2","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11132723677","249561822","11/10/2019 18:32","5","4","3","2","4","4","2","3","3","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132723767","249561822","11/10/2019 18:32","10","5","8","2","7","5","2","5","2","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132725143","249561822","11/10/2019 18:33","10","10","1","3","4","5","3","2","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132728281","249561822","11/10/2019 18:36","10","5","6","2","5","5","2","4","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132730815","249561822","11/10/2019 18:39","8","10","3","2","7","5","2","3","1","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132731332","249561822","11/10/2019 18:39","5","2","7","3","5","5","3","6","5","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132731555","249561822","11/10/2019 18:39","6","1","4","3","6","5","2","1","8","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132734897","249561822","11/10/2019 18:43","10","12","5","4","5","5","3","6","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132735720","249561822","11/10/2019 18:43","6","11","3","3","6","5","3","3","2","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132739976","249561822","11/10/2019 18:47","1","5","3","3","6","5","3","2","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132741220","249561822","11/10/2019 18:48","5","11","3","2","4","5","2","3","7","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132740733","249561822","11/10/2019 18:48","10","2","2","3","5","5","3","3","4","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132742763","249561822","11/10/2019 18:50","5","10","7","3","5","5","3","6","2","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132744621","249561822","11/10/2019 18:51","6","5","2","2","3","5","2","2","","1","0","0","0","0","1","0","0","0","0","1","1","0"
"11132747451","249561822","11/10/2019 18:54","7","6","3","2","4","3","2","3","2","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132745963","249561822","11/10/2019 18:53","6","2","7","3","7","5","3","7","2","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132748103","249561822","11/10/2019 18:55","7","5","","2","4","5","2","","4","0","1","0","0","1","0","1","0","1","0","0","0","1"
"11132747853","249561822","11/10/2019 18:54","4","8","1","3","1","5","3","","5","0","1","0","0","0","0","1","0","1","0","1","0","1"
"11132750309","249561822","11/10/2019 18:57","7","5","10","3","7","5","3","4","2","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132750402","249561822","11/10/2019 18:57","7","10","3","3","4","5","","","","1","0","0","0","0","0","0","1","0","1","0","1","0"
"11132750931","249561822","11/10/2019 18:57","2","3","7","3","5","5","3","7","3","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132755508","249561822","11/10/2019 19:02","10","5","3","2","5","4","2","3","2","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132756088","249561822","11/10/2019 19:02","8","6","","2","4","4","3","","9","0","1","0","0","1","0","1","0","1","0","0","0","1"
"11132756401","249561822","11/10/2019 19:02","7","10","4","2","4","5","2","3","5","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132761242","249561822","11/10/2019 19:07","7","6","4","3","4","4","3","4","2","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132757777","249561822","11/10/2019 19:04","9","2","2","2","6","5","2","1","6","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132762016","249561822","11/10/2019 19:07","7","6","10","3","6","5","3","10","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132767131","249561822","11/10/2019 19:12","7","4","4","2","5","5","2","3","3","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132765663","249561822","11/10/2019 19:10","7","4","9","2","5","5","2","5","5","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132766206","249561822","11/10/2019 19:16","8","10","4","2","3","5","2","3","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132773051","249561822","11/10/2019 19:17","4","3","6","2","3","3","3","1","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132774469","249561822","11/10/2019 19:18","3","3","10","1","1","6","3","10","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132774153","249561822","11/10/2019 19:17","1","6","6","2","4","4","2","2","8","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132775514","249561822","11/10/2019 19:19","6","7","5","3","4","5","3","6","2","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132777082","249561822","11/10/2019 19:20","10","8","10","3","5","5","3","10","1","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132779114","249561822","11/10/2019 19:22","6","2","6","3","7","2","3","6","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132779832","249561822","11/10/2019 19:22","10","2","6","3","4","5","3","6","4","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132781998","249561822","11/10/2019 19:24","3","2","7","3","7","2","3","7","9","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132782331","249561822","11/10/2019 19:24","3","5","3","2","4","2","2","3","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132787042","249561822","11/10/2019 19:28","10","10","3","3","4","5","3","3","4","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11132785247","249561822","11/10/2019 19:27","9","10","1","2","4","3","2","2","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132789834","249561822","11/10/2019 19:31","1","1","4","2","5","5","2","","9","0","1","0","0","0","1","0","0","1","1","0","1","1"
"11132789484","249561822","11/10/2019 19:30","10","4","3","2","5","5","2","2","1","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132791443","249561822","11/10/2019 19:32","6","7","4","3","6","2","3","4","9","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132792395","249561822","11/10/2019 19:33","6","10","3","1","2","4","2","2","5","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132792925","249561822","11/10/2019 19:33","7","3","3","2","4","5","2","4","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132792807","249561822","11/10/2019 19:33","1","5","1","2","4","5","2","2","9","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132795919","249561822","11/10/2019 19:36","7","4","4","2","7","2","2","3","8","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132797736","249561822","11/10/2019 19:38","7","3","7","2","8","5","2","","4","1","0","0","0","0","1","0","0","1","1","0","1","0"
"11132799301","249561822","11/10/2019 19:39","3","4","9","4","2","4","3","9","2","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132799898","249561822","11/10/2019 19:39","6","11","3","2","3","5","2","2","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132801754","249561822","11/10/2019 19:41","5","10","5","2","4","5","2","7","4","1","0","0","0","0","1","0","0","0","0","1","1","0"
"11132802332","249561822","11/10/2019 19:41","8","2","4","2","7","3","2","4","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132802682","249561822","11/10/2019 19:42","6","1","3","3","8","2","3","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132804559","249561822","11/10/2019 19:43","3","4","5","2","7","5","2","6","3","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132809638","249561822","11/10/2019 19:48","8","6","4","3","5","5","3","4","8","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132810912","249561822","11/10/2019 19:49","9","10","6","3","5","5","3","3","8","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132811404","249561822","11/10/2019 19:49","8","12","4","2","3","5","2","3","1","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132813232","249561822","11/10/2019 19:51","10","4","6","3","6","2","3","7","9","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132813568","249561822","11/10/2019 19:51","1","1","3","2","3","5","2","3","4","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132814391","249561822","11/10/2019 19:52","8","10","4","2","7","5","2","","8","1","0","0","0","0","1","0","0","1","0","0","1","0"
"11132815437","249561822","11/10/2019 19:52","8","5","","3","6","3","3","","2","0","1","0","0","1","0","1","0","1","1","0","0","1"
"11132816797","249561822","11/10/2019 19:54","10","10","1","3","2","1","3","1","9","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11132818001","249561822","11/10/2019 19:55","10","10","5","2","6","2","2","4","3","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132818047","249561822","11/10/2019 19:55","5","8","8","2","7","5","2","8","1","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132819360","249561822","11/10/2019 19:56","7","11","2","3","3","4","3","3","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132819382","249561822","11/10/2019 19:56","7","10","1","2","3","5","2","1","7","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11132822624","249561822","11/10/2019 19:58","7","2","","2","8","5","2","","4","0","1","0","0","1","0","1","0","1","0","0","0","1"
"11132830079","249561822","11/10/2019 20:05","9","4","3","2","5","5","2","2","7","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132831097","249561822","11/10/2019 20:05","6","5","2","2","3","4","2","1","9","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132833985","249561822","11/10/2019 20:08","7","3","3","2","4","3","2","3","9","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132835957","249561822","11/10/2019 20:09","7","3","","3","3","4","3","6","7","1","0","0","0","1","1","0","0","0","0","0","1","0"
"11132841079","249561822","11/10/2019 20:13","9","11","8","3","5","2","3","6","4","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132843265","249561822","11/10/2019 20:15","4","5","3","2","5","6","2","3","9","0","0","1","0","0","0","1","0","0","1","0","0","1"
"11132844334","249561822","11/10/2019 20:16","10","11","4","4","5","3","2","2","9","0","0","1","0","0","1","0","0","0","0","0","1","0"
"11132844607","249561822","11/10/2019 20:16","10","5","3","3","4","4","3","3","6","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132843781","249561822","11/10/2019 20:16","3","10","4","3","7","5","3","5","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132845140","249561822","11/10/2019 20:17","7","4","9","3","5","5","3","8","7","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132845918","249561822","11/10/2019 20:17","10","10","2","2","4","4","2","1","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132850592","249561822","11/10/2019 20:21","9","5","6","3","8","4","3","6","7","1","0","0","0","0","1","0","0","0","0","1","1","0"
"11132851933","249561822","11/10/2019 20:23","5","10","6","3","5","5","3","6","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132852421","249561822","11/10/2019 20:23","5","11","4","3","4","5","3","4","2","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132856600","249561822","11/10/2019 20:26","10","3","6","3","5","5","3","6","7","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132862137","249561822","11/10/2019 20:31","8","2","3","2","7","4","2","5","9","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132862236","249561822","11/10/2019 20:31","5","2","5","3","5","5","3","5","7","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132862967","249561822","11/10/2019 20:31","9","5","1","1","4","5","2","1","6","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132863047","249561822","11/10/2019 20:31","1","10","1","2","5","4","2","5","7","0","0","1","0","0","1","0","0","0","1","0","1","0"
"11132863077","249561822","11/10/2019 20:31","8","10","","1","2","3","2","","3","1","0","0","0","1","1","0","0","1","0","1","1","0"
"11132863100","249561822","11/10/2019 20:31","10","12","4","3","3","4","3","4","2","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132863665","249561822","11/10/2019 20:32","10","11","5","2","3","4","2","4","7","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132863797","249561822","11/10/2019 20:32","5","6","5","2","5","2","2","6","2","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132863803","249561822","11/10/2019 20:32","7","2","6","3","7","5","3","6","9","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132865508","249561822","11/10/2019 20:33","7","10","5","2","7","5","2","4","2","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132864382","249561822","11/10/2019 20:32","7","5","2","2","4","4","2","1","7","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132866315","249561822","11/10/2019 20:34","10","11","4","2","5","4","2","6","6","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132867073","249561822","11/10/2019 20:36","5","8","","3","5","2","3","","2","0","1","0","0","1","0","1","0","1","0","0","0","1"
"11132867327","249561822","11/10/2019 20:35","9","6","4","2","5","2","2","4","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132867585","249561822","11/10/2019 20:36","8","11","3","3","3","5","3","3","6","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132867635","249561822","11/10/2019 20:35","7","10","7","2","5","5","2","7","5","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11132868066","249561822","11/10/2019 20:36","5","5","10","2","6","2","2","6","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132868130","249561822","11/10/2019 20:36","7","5","2","2","7","5","2","2","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132868080","249561822","11/10/2019 20:36","8","2","5","3","6","2","3","6","9","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132867809","249561822","11/10/2019 20:35","4","10","6","2","3","5","2","6","8","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11132868354","249561822","11/10/2019 20:36","6","10","","3","4","5","3","","1","0","1","0","0","1","0","1","0","1","0","0","0","1"
"11132868437","249561822","11/10/2019 20:36","7","4","4","2","7","2","2","4","9","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132868663","249561822","11/10/2019 20:36","6","2","","2","4","4","2","4","9","0","1","0","0","1","0","1","0","0","0","0","0","1"
"11132868818","249561822","11/10/2019 20:36","5","5","2","2","1","2","3","2","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132869277","249561822","11/10/2019 20:37","2","5","1","1","1","1","2","2","7","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132869374","249561822","11/10/2019 20:37","8","5","4","2","5","6","2","3","7","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132869439","249561822","11/10/2019 20:37","7","5","4","3","4","5","3","4","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132869678","249561822","11/10/2019 20:37","10","10","4","3","5","5","3","4","9","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132869452","249561822","11/10/2019 20:37","6","11","4","3","4","2","3","5","9","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132869904","249561822","11/10/2019 20:37","5","6","5","2","4","3","2","5","7","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132869979","249561822","11/10/2019 20:37","5","10","3","3","3","5","3","3","3","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11132870018","249561822","11/10/2019 20:37","5","5","5","2","6","5","2","5","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132870016","249561822","11/10/2019 20:37","4","2","4","2","4","5","2","5","6","1","0","0","0","0","1","0","0","0","0","1","1","0"
"11132870048","249561822","11/10/2019 20:37","3","2","8","4","1","4","3","2","5","1","0","0","0","0","0","1","0","0","1","0","1","1"
"11132870417","249561822","11/10/2019 20:37","2","11","4","3","6","5","3","4","8","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132870440","249561822","11/10/2019 20:37","1","5","4","2","2","5","2","2","6","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132870518","249561822","11/10/2019 20:38","9","10","1","3","7","3","3","4","7","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11132870665","249561822","11/10/2019 20:38","8","12","3","3","3","5","3","2","2","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132870814","249561822","11/10/2019 20:38","10","5","3","2","6","3","2","2","2","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132870890","249561822","11/10/2019 20:38","7","10","1","3","6","2","3","","1","0","1","0","0","0","0","1","0","1","0","0","0","1"
"11132871034","249561822","11/10/2019 20:38","4","6","6","2","6","2","2","1","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132870951","249561822","11/10/2019 20:38","10","10","3","3","6","5","3","3","5","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11132871167","249561822","11/10/2019 20:38","6","2","7","3","7","5","3","4","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11132891663","249561822","11/10/2019 20:55","5","6","6","3","7","5","3","7","9","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132874647","249561822","11/10/2019 20:41","8","10","4","3","4","5","3","4","7","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11132896211","249561822","11/10/2019 20:59","7","2","5","2","4","5","2","7","2","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11132897685","249561822","11/10/2019 21:00","7","10","2","2","4","5","2","6","3","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132899968","249561822","11/10/2019 21:01","9","8","5","2","6","2","2","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132902950","249561822","11/10/2019 21:03","7","11","2","2","5","5","2","4","8","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132905180","249561822","11/10/2019 21:04","6","2","2","2","3","5","2","4","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132921158","249561822","11/10/2019 21:17","5","10","","2","3","5","2","","5","1","0","0","0","1","1","0","0","1","1","0","1","0"
"11132928306","249561822","11/10/2019 21:21","10","1","6","3","6","5","3","6","8","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132943610","249561822","11/10/2019 21:32","2","4","6","3","6","2","3","6","2","0","1","0","0","0","1","0","0","0","1","0","1","1"
"11132956568","249561822","11/10/2019 21:42","10","6","8","3","8","5","3","6","8","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132958640","249561822","11/10/2019 21:44","5","10","1","2","4","5","2","4","2","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132961809","249561822","11/10/2019 21:46","8","1","2","2","6","4","2","3","9","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132964851","249561822","11/10/2019 21:49","10","10","1","3","4","1","3","1","5","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132976353","249561822","11/10/2019 21:58","7","10","5","2","1","3","2","2","5","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132974528","249561822","11/10/2019 21:56","6","10","5","2","4","4","2","4","8","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11132988921","249561822","11/10/2019 22:08","5","10","2","2","4","4","2","1","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
