Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you contribute to hiring and firing decisions at your company?,"For many professions, alternative credentials can qualify a person for an entry-level position.",It will soon become fairly conventional for high school graduates to obtain alternative credentials instead of going to college.,"When you add up the pros and cons for online education, it's probably a good thing for society overall.","When you add up the pros and cons for artificial intelligence, it's probably a good thing for society overall.","When you add up the pros and cons for cryptocurrency, it's probably a good thing for society overall.","When evaluating an applicant's education, it is important is important to check whether the degree was awarded from a US institution.",Have you heard of any of the following online course providers?,,,,,Do you work in a STEM profession?,Which of these industries most closely matches your profession?,I consider myself religious,I consider myself Christian,Government regulation helps ensure businesses treat individuals more fairly.,Age,Gender,Household Income,Region,Device Type
6947552802,175027024,10/09/2018 11:54:47 AM,10/09/2018 11:56:06 AM,,,,,0eff884513937ac16d36b4eae4,1,10,10,10,10,10,10,1,,,,,1,2,10,10,10,2,1,10,1,1
6947552739,175027024,10/09/2018 11:53:14 AM,10/09/2018 11:56:37 AM,,,,,3a971891a12d21cb10305ffe99,2,8,7,9,6,3,7,,,,,5,2,10,1,1,8,2,1,2,6,2
6947552712,175027024,10/09/2018 11:54:48 AM,10/09/2018 11:55:53 AM,,,,,3cd71565fb1d3b931948f817f1,2,10,10,10,10,10,10,,,3,,,3,6,10,10,10,4,1,5,9,1
6947552687,175027024,10/09/2018 11:53:51 AM,10/09/2018 11:55:51 AM,,,,,983eeacac5d25ff3a29b9d2165,2,5,5,5,5,5,5,,,,4,,2,6,10,10,6,3,1,5,8,2
6947552662,175027024,10/09/2018 11:54:16 AM,10/09/2018 11:55:48 AM,,,,,6699b5aca0e9bed1c2450c6411,1,6,9,1,1,1,10,,,,,,1,5,1,1,4,3,1,5,5,2
6947552543,175027024,10/09/2018 11:54:13 AM,10/09/2018 11:55:33 AM,,,,,83848f91a5a8316206b63f6e04,2,5,4,3,5,1,8,,,,,5,2,10,10,10,6,2,1,1,3,2
6947552468,175027024,10/09/2018 11:52:03 AM,10/09/2018 11:55:22 AM,,,,,d479572f56c63fd253c775664f,2,2,5,5,4,1,4,,,,,,3,12,9,9,4,3,1,3,5,2
6947552392,175027024,10/09/2018 11:54:11 AM,10/09/2018 11:55:13 AM,,,,,072b2c09b0c90de27c67456ba7,2,5,4,8,6,9,6,,,,4,,2,11,6,6,4,2,1,1,7,1
6947552347,175027024,10/09/2018 11:54:01 AM,10/09/2018 11:55:08 AM,,,,,d214eac03c441c4492914f91e6,1,7,9,5,4,6,8,,,,,5,2,11,4,2,3,3,1,3,8,1
6947552069,175027024,10/09/2018 11:52:45 AM,10/09/2018 11:54:31 AM,,,,,9ba351acd7e6176f2f6dbcf958,2,4,8,7,7,7,6,,,,,,2,9,8,8,8,5,1,5,2,4
6947551984,175027024,10/09/2018 11:52:21 AM,10/09/2018 11:54:19 AM,,,,,164ff015c51c97bcf8886907c9,3,7,5,6,6,7,8,1,,,,,1,5,2,1,6,2,1,3,2,2
6947551950,175027024,10/09/2018 11:52:06 AM,10/09/2018 11:54:15 AM,,,,,216f6e0726230dc96e6242b75b,2,8,10,10,8,4,7,1,2,,,,2,12,5,5,1,2,1,3,8,1
6947551729,175027024,10/09/2018 11:52:01 AM,10/09/2018 11:53:50 AM,,,,,40711e363972ed8156762a684c,1,10,10,10,10,5,5,1,2,3,4,5,1,6,4,4,10,3,1,7,2,1
6947551675,175027024,10/09/2018 11:53:12 AM,10/09/2018 11:53:43 AM,,,,,6ca79aee4880f85e2702b611d5,1,1,1,10,10,9,7,,,,4,,1,6,6,7,7,2,1,2,9,1
6947551654,175027024,10/09/2018 11:49:52 AM,10/09/2018 11:53:40 AM,,,,,8c0f1a108881533509cec29e1a,2,4,4,7,8,2,9,,2,,,,2,5,3,6,4,3,1,3,5,1
6947551630,175027024,10/09/2018 11:51:51 AM,10/09/2018 11:53:36 AM,,,,,94615d9095c2b63699562c0a2f,1,4,5,3,6,3,7,1,,,,,2,6,4,4,7,2,2,3,9,1
6947551582,175027024,10/09/2018 11:51:49 AM,10/09/2018 11:53:30 AM,,,,,3b5ad9b7d51d66dc167a26d0b3,2,6,7,7,7,9,7,,,3,,5,2,2,1,1,7,5,1,4,3,5
6947551568,175027024,10/09/2018 11:52:19 AM,10/09/2018 11:53:27 AM,,,,,9eb71a42f444e8f5f82d82b40c,3,6,5,7,5,1,5,,2,,,,2,10,9,10,8,2,1,6,5,2
6947551559,175027024,10/09/2018 11:49:10 AM,10/09/2018 11:53:26 AM,,,,,e3d869eda45d781859f5e12539,2,5,4,9,3,5,2,,,3,,,2,10,9,10,5,3,2,5,5,2
6947551501,175027024,10/09/2018 11:51:22 AM,10/09/2018 11:53:18 AM,,,,,147fe391118b20013ec342cafe,2,1,1,1,1,1,10,,,,,5,2,10,10,10,1,3,1,2,5,2
6947551496,175027024,10/09/2018 11:50:52 AM,10/09/2018 11:53:18 AM,,,,,bf8c8fafae58a69d29dddddf93,2,6,9,7,7,8,3,,2,3,,,2,10,7,7,3,2,1,2,7,2
6947551352,175027024,10/09/2018 11:51:01 AM,10/09/2018 11:52:59 AM,,,,,ff88ddfbd5c03f587e68768706,2,8,10,7,5,3,10,,,,,5,1,2,1,1,7,2,2,2,8,2
6947551060,175027024,10/09/2018 11:51:27 AM,10/09/2018 11:52:22 AM,,,,,118e3a2dff08d43514307ed44c,1,6,5,6,6,5,6,,,,,,2,11,7,7,6,3,2,3,7,2
6947551023,175027024,10/09/2018 11:51:06 AM,10/09/2018 11:52:17 AM,,,,,54ca2d5f7aff80ac6158ce10e4,2,9,6,7,4,3,7,,,3,,,2,2,7,7,6,2,2,3,2,1
6947550990,175027024,10/09/2018 11:50:33 AM,10/09/2018 11:52:14 AM,,,,,e542604feb14b6221c77388950,1,4,7,5,5,5,5,,,3,,5,2,2,5,4,2,3,1,8,2,1
6947550975,175027024,10/09/2018 11:49:02 AM,10/09/2018 11:52:12 AM,,,,,781dff3badb7ea6d05612917ae,3,3,3,4,5,4,4,,,,4,,2,10,6,2,10,3,1,1,5,2
6947550865,175027024,10/09/2018 11:51:29 AM,10/09/2018 11:51:59 AM,,,,,93bff3ffe3cc8b6f9e4025bdbc,1,7,6,7,7,8,8,,,,4,,1,3,7,8,9,2,2,3,5,1
6947550859,175027024,10/09/2018 11:48:39 AM,10/09/2018 11:51:58 AM,,,,,9196c2aa9070f63073a0f6927e,2,10,10,7,6,6,3,,,,,,2,10,5,4,5,2,2,5,4,1
6947550815,175027024,10/09/2018 11:50:00 AM,10/09/2018 11:51:53 AM,,,,,a3c8d5cee54dd60e32ef823d7f,3,10,3,4,7,5,2,1,,,,,1,10,4,1,10,2,2,4,2,2
6947550725,175027024,10/09/2018 11:49:58 AM,10/09/2018 11:51:42 AM,,,,,2d0766b85a52cbfb0b67a6f80a,1,10,4,3,10,7,8,,,,,,3,4,9,10,6,2,2,7,4,4
6947550694,175027024,10/09/2018 11:50:09 AM,10/09/2018 11:51:39 AM,,,,,3ab122d197fc0ca5814dbb8a86,3,8,6,9,1,4,4,,,,,,2,10,8,10,6,2,2,3,7,2
6947550608,175027024,10/09/2018 11:50:54 AM,10/09/2018 11:51:31 AM,,,,,52600cfac970a5b62a3cbc56e1,2,4,3,8,8,5,2,1,,,4,,2,9,8,1,1,2,1,4,2,1
6947550602,175027024,10/09/2018 11:48:45 AM,10/09/2018 11:51:30 AM,,,,,e8feca10c51b88230576fd512a,1,6,7,6,3,3,8,,,,4,,1,2,10,10,7,2,2,11,6,2
6947550597,175027024,10/09/2018 11:50:17 AM,10/09/2018 11:51:29 AM,,,,,c33f2cc51216dfbe7f3898dc7b,2,5,7,6,4,3,3,,,,,5,2,10,1,2,10,2,2,3,5,1
6947550579,175027024,10/09/2018 11:50:22 AM,10/09/2018 11:51:27 AM,,,,,0d569f6a06a35d6131f0689f35,2,1,1,1,1,1,1,,,,4,,1,2,1,1,1,2,2,3,3,1
6947550494,175027024,10/09/2018 11:47:57 AM,10/09/2018 11:51:17 AM,,,,,97a5c1b67bb514b68afe43604c,2,7,7,5,8,3,10,1,2,,,5,1,6,10,10,2,4,2,6,3,4
6947550442,175027024,10/09/2018 11:49:01 AM,10/09/2018 11:51:09 AM,,,,,28cccc49af04929ea93ea2dfaf,2,5,6,7,9,5,4,,,3,,5,2,2,10,1,5,2,1,3,2,2
6947550399,175027024,10/09/2018 11:50:13 AM,10/09/2018 11:51:04 AM,,,,,526839dcd05800dde384aad4de,1,10,9,10,10,6,9,,,,4,,1,2,8,7,8,2,2,3,5,2
6947550334,175027024,10/09/2018 11:47:02 AM,10/09/2018 11:50:57 AM,,,,,70f1a337913d56b24f861044fb,2,2,7,7,8,5,10,,,3,,,2,10,8,10,8,3,1,3,7,2
6947550279,175027024,10/09/2018 11:49:02 AM,10/09/2018 11:50:52 AM,,,,,9f8f068988b6e2d9eb1713dabc,1,3,8,5,7,3,9,,,3,,,1,4,8,5,1,3,1,5,8,1
6947550199,175027024,10/09/2018 11:48:04 AM,10/09/2018 11:50:42 AM,,,,,e31f13524a9ba6bb792f76af15,2,7,6,5,4,3,7,1,2,3,,5,2,11,3,3,7,2,2,4,9,1
6947550190,175027024,10/09/2018 11:49:27 AM,10/09/2018 11:50:41 AM,,,,,53de1a3944a436807bea59a32e,1,10,8,8,9,8,8,,2,3,,5,1,2,10,4,8,2,1,5,8,1
6947550173,175027024,10/09/2018 11:47:22 AM,10/09/2018 11:50:39 AM,,,,,dc239ac83a5c8a528f0213e928,2,8,9,7,6,7,4,,,,,5,2,10,9,2,6,2,2,2,8,1
6947550080,175027024,10/09/2018 11:47:59 AM,10/09/2018 11:50:27 AM,,,,,adcb0ffddb5f4667e9931d7f98,2,6,8,10,10,5,6,,2,,,,2,11,8,8,5,2,2,2,5,1
6947550077,175027024,10/09/2018 11:46:53 AM,10/09/2018 11:50:26 AM,,,,,121ee08257fd579543d75cd656,2,8,10,9,5,4,2,,,,4,,3,4,7,7,6,3,2,3,7,2
6947550062,175027024,10/09/2018 11:49:04 AM,10/09/2018 11:50:24 AM,,,,,584e8a1d582749c7d6b31781d4,2,10,10,10,10,10,10,,2,,,,2,5,5,5,10,3,2,3,3,2
6947550038,175027024,10/09/2018 11:47:27 AM,10/09/2018 11:50:22 AM,,,,,746a4121cd9e5ced84b8849ce7,2,7,9,7,3,4,8,,,,,,2,8,10,10,9,3,2,3,6,2
6947550034,175027024,10/09/2018 11:48:58 AM,10/09/2018 11:50:21 AM,,,,,16b233421c837b7180c2b3a439,2,10,1,8,6,5,7,,,,,5,2,5,6,9,1,2,2,4,5,1
6947550024,175027024,10/09/2018 11:48:30 AM,10/09/2018 11:50:20 AM,,,,,dedabdd2ea9002f3700bb71c73,2,10,10,1,10,5,10,,,,,,1,8,6,10,10,3,2,3,3,2
6947550007,175027024,10/09/2018 11:48:36 AM,10/09/2018 11:50:17 AM,,,,,cfd4aae4c773da6a188bbbd4c8,2,6,4,7,3,6,5,,,3,,,2,11,10,10,8,2,2,3,6,1
6947549998,175027024,10/09/2018 11:47:29 AM,10/09/2018 11:50:15 AM,,,,,88f81638f9358a796520780438,2,8,10,8,5,7,5,1,2,3,4,5,2,1,4,10,7,2,1,2,9,1
6947549881,175027024,10/09/2018 11:47:42 AM,10/09/2018 11:50:01 AM,,,,,ca973672783461cf885f3bdaaf,1,10,8,8,6,1,8,1,2,3,4,5,1,6,10,10,7,2,1,1,5,1
6947549793,175027024,10/09/2018 11:48:12 AM,10/09/2018 11:49:50 AM,,,,,e9a720b89e49a15538cc3b342f,1,7,7,7,6,6,3,,,,,5,2,4,6,1,3,2,1,3,6,2
6947549760,175027024,10/09/2018 11:49:06 AM,10/09/2018 11:49:44 AM,,,,,7a9f2c778ee87418eb64f211ae,1,10,10,10,10,10,9,1,,,4,,1,6,3,8,8,3,2,4,1,1
6947549621,175027024,10/09/2018 11:47:58 AM,10/09/2018 11:49:27 AM,,,,,cc3573c51889c2078cf6775b1b,2,10,10,10,6,1,5,1,,,,,2,5,3,10,8,3,2,3,3,2
6947549583,175027024,10/09/2018 11:48:55 AM,10/09/2018 11:49:23 AM,,,,,6a26ca3ae2b584a4e68e573639,1,8,7,8,8,7,8,1,2,3,4,,1,4,6,8,7,2,2,4,2,2
6947549554,175027024,10/09/2018 11:48:16 AM,10/09/2018 11:49:21 AM,,,,,a5ab08113e301e0a1c158ff3c9,2,6,6,7,7,5,1,,,,4,,2,5,1,1,7,3,2,5,4,2
6947549550,175027024,10/09/2018 11:46:36 AM,10/09/2018 11:49:20 AM,,,,,2d0f4c48db453de8233264cfd2,1,9,6,7,6,5,8,,,,,5,2,10,3,1,6,2,2,3,3,1
6947549506,175027024,10/09/2018 11:48:04 AM,10/09/2018 11:49:13 AM,,,,,a0915e29651201941f6af53705,1,6,3,4,5,6,7,1,,,,,2,5,7,4,6,2,1,6,3,1
6947549441,175027024,10/09/2018 11:47:06 AM,10/09/2018 11:49:03 AM,,,,,a843d4b180b6828656522888e2,1,8,8,4,5,5,3,,,,,5,3,10,10,10,4,3,1,3,2,2
6947549369,175027024,10/09/2018 11:47:36 AM,10/09/2018 11:48:54 AM,,,,,c6c8cb6b54434c0bc9ceacb694,2,10,1,1,4,4,1,,,,4,,3,6,8,8,1,3,2,6,5,1
6947549351,175027024,10/09/2018 11:47:35 AM,10/09/2018 11:48:52 AM,,,,,d3b9d052856c729bcd6dd97164,2,8,10,10,7,6,4,,2,3,,5,2,10,1,1,1,4,2,3,9,2
6947549211,175027024,10/09/2018 11:46:43 AM,10/09/2018 11:48:35 AM,,,,,a7259cd665d3a625632ed98721,2,6,8,8,5,6,5,1,,,,,2,10,4,5,4,3,1,4,1,1
6947549188,175027024,10/09/2018 11:46:11 AM,10/09/2018 11:48:32 AM,,,,,875241c7b7a79630e85201763e,1,6,6,5,7,4,8,1,,,,,2,3,2,2,10,4,1,3,1,2
6947549107,175027024,10/09/2018 11:47:04 AM,10/09/2018 11:48:56 AM,,,,,3dd2ec21393b3cfd1062fcab5c,2,7,6,8,3,4,4,1,,,,,2,12,1,1,3,2,2,5,4,2
6947548966,175027024,10/09/2018 11:46:25 AM,10/09/2018 11:48:09 AM,,,,,ac03c4be3182a93b84d21077fc,1,8,6,6,3,1,4,,,,,,2,10,5,7,3,5,2,5,2,4
6947548952,175027024,10/09/2018 11:46:20 AM,10/09/2018 11:48:08 AM,,,,,9e949e6e40266b354946a7e501,3,8,5,6,6,7,4,,,3,,,2,10,8,10,6,2,1,11,7,2
6947548935,175027024,10/09/2018 11:47:26 AM,10/09/2018 11:48:05 AM,,,,,7805fa5015b796afaab086da6c,2,6,6,6,5,5,5,,2,,,,2,6,6,5,5,2,1,2,5,1
6947548842,175027024,10/09/2018 11:47:27 AM,10/09/2018 11:47:53 AM,,,,,fbc68dd1257be3f3714f4697bf,2,4,5,6,6,6,5,,,,4,,2,7,7,6,7,2,2,4,1,1
6947548832,175027024,10/09/2018 11:45:59 AM,10/09/2018 11:47:52 AM,,,,,dfdad033dc63f085829bb293cf,2,7,6,6,5,4,7,,,,,5,1,6,10,10,8,2,1,4,8,2
6947548798,175027024,10/09/2018 11:46:12 AM,10/09/2018 11:47:49 AM,,,,,2e4db56d6e6f468b52b31a4256,3,10,7,5,4,1,8,,,,,,2,7,10,10,5,2,2,11,7,1
6947548788,175027024,10/09/2018 11:46:12 AM,10/09/2018 11:47:47 AM,,,,,055df3f722fa48ff0d0a7fc76c,2,4,4,1,4,3,7,,,,,,3,2,3,4,4,2,2,1,2,2
6947548724,175027024,10/09/2018 11:46:12 AM,10/09/2018 11:48:01 AM,,,,,eb6adcba4df449dddf813e88d8,1,2,2,2,4,4,3,,,3,,,2,3,4,4,4,2,1,5,9,6
6947548707,175027024,10/09/2018 11:46:41 AM,10/09/2018 11:47:37 AM,,,,,cfe0b4b13eb2171aa781b25824,1,5,3,6,8,5,4,,,,,5,3,4,6,8,5,3,2,1,1,2
6947548680,175027024,10/09/2018 11:46:48 AM,10/09/2018 11:47:34 AM,,,,,3676df57b9ba90da84c17dc736,2,7,10,6,7,8,4,,2,,,,2,10,8,9,6,2,2,11,5,1
6947548637,175027024,10/09/2018 11:46:59 AM,10/09/2018 11:47:29 AM,,,,,fc82bcbb564ae93aae9c89e0df,1,5,5,4,4,4,4,,,,4,,2,7,6,6,5,2,2,1,6,2
6947548390,175027024,10/09/2018 11:46:19 AM,10/09/2018 11:46:59 AM,,,,,d033381b66bc992ce84e191432,2,1,3,4,4,6,1,,,,,5,2,11,3,2,2,3,2,1,5,1
6947504766,175020213,10/09/2018 10:05:15 AM,10/09/2018 10:07:32 AM,76.238.236.31,,,,,1,7,5,10,8,10,4,1,2,3,4,5,1,6,3,1,6,,,,,
6947484189,175020213,10/09/2018 09:14:24 AM,10/09/2018 09:16:32 AM,76.92.65.204,,,,,2,8,9,10,10,10,3,,,,,,1,6,2,2,5,,,,,
6947284859,175020213,10/08/2018 04:59:54 PM,10/08/2018 05:02:03 PM,82.239.63.101,,,,,3,10,4,6,8,5,3,,,,,,2,10,1,1,4,,,,,
6947014235,175020213,10/08/2018 03:08:32 AM,10/08/2018 03:10:23 AM,88.130.54.178,,,,,3,10,6,6,6,4,3,,,,,,2,10,1,1,10,,,,,
6946967393,175020213,10/07/2018 09:26:08 PM,10/07/2018 09:27:15 PM,73.24.19.164,,,,,2,10,2,7,3,1,10,,,,,,1,10,2,2,10,,,,,
6946880595,175020213,10/07/2018 12:42:10 PM,10/07/2018 12:44:11 PM,96.66.84.66,,,,,1,2,1,5,7,2,2,,,,,5,1,6,1,1,9,,,,,
6946818921,175020213,10/07/2018 06:27:13 AM,10/07/2018 06:28:43 AM,92.117.146.25,,,,,1,5,6,6,6,4,8,,,,,,2,5,1,1,7,,,,,
6946790561,175020213,10/07/2018 02:15:45 AM,10/07/2018 02:17:44 AM,108.60.187.139,,,,,2,6,5,3,3,2,1,1,,,,,2,5,1,1,4,,,,,
6946779888,175020213,10/06/2018 11:53:22 PM,10/06/2018 11:55:31 PM,104.59.109.37,,,,,3,8,10,6,6,3,6,,,,,5,1,10,1,3,8,,,,,
6946747587,175020213,10/06/2018 06:43:22 PM,10/06/2018 06:45:28 PM,94.146.221.22,,,,,1,6,6,8,5,5,1,1,2,,,,2,10,1,1,2,,,,,
6946738411,175020213,10/06/2018 05:33:30 PM,10/06/2018 05:35:14 PM,68.98.182.234,,,,,2,9,8,6,10,5,4,1,,3,,,1,4,3,3,4,,,,,
6946735281,175020213,10/06/2018 05:10:56 PM,10/06/2018 05:13:00 PM,67.171.116.161,,,,,2,10,7,10,8,7,5,1,2,3,4,5,1,2,10,10,7,,,,,
6946724127,175020213,10/06/2018 03:55:46 PM,10/06/2018 03:56:45 PM,75.60.1.49,,,,,1,9,10,8,10,10,9,,,3,,5,2,4,10,10,6,,,,,
6946724069,175020213,10/06/2018 03:52:07 PM,10/06/2018 03:56:25 PM,47.221.156.181,,,,,2,8,8,10,3,5,8,1,2,3,,,2,8,10,10,3,,,,,
6946722230,175020215,10/06/2018 03:43:05 PM,10/06/2018 03:44:32 PM,,,,,90b6fe2112da955a116e4ea748,2,8,10,7,2,1,7,,,,,,2,2,2,5,10,4,2,4,5,1
6946722119,175020215,10/06/2018 03:38:41 PM,10/06/2018 03:43:54 PM,,,,,e3b4d816d094037c4d5a18baa4,2,3,6,5,3,8,4,,,,,,2,10,6,6,6,4,2,6,7,1
6946721646,175020215,10/06/2018 03:39:13 PM,10/06/2018 03:40:57 PM,,,,,f4fba88b7de39db397ca0a20a9,2,10,8,7,3,4,5,,,,,,3,10,4,5,4,2,1,3,3,2
6946721221,175020215,10/06/2018 03:36:30 PM,10/06/2018 03:38:23 PM,,,,,de6adb021c749de1910a350a7a,1,5,6,3,4,5,5,,,3,,,1,12,6,7,4,4,2,8,5,1
6946720996,175020238,10/06/2018 03:32:30 PM,10/06/2018 03:36:59 PM,104.200.35.247,,,,,1,8,9,10,8,10,7,,,,,5,1,3,9,10,8,,,,,
6946720986,175020215,10/06/2018 03:35:03 PM,10/06/2018 03:36:57 PM,,,,,70179b574e41e291af612831f4,1,7,1,5,5,3,2,,,,,,2,2,7,6,10,4,1,5,8,4
6946720520,175020215,10/06/2018 03:32:23 PM,10/06/2018 03:34:06 PM,,,,,17c0e9d0c6c6ff9f7581e14cbe,2,8,1,5,1,1,10,,,,,,2,2,8,5,1,3,2,2,9,4
6946720511,175020238,10/06/2018 03:32:26 PM,10/06/2018 03:34:04 PM,64.183.114.58,,,,,1,7,3,9,8,3,7,1,2,3,4,5,1,6,1,1,7,,,,,
6946720375,175020215,10/06/2018 03:28:34 PM,10/06/2018 03:33:22 PM,,,,,025d8aa096d1111db5bc8bae2a,1,6,3,4,5,6,5,,,,,,2,2,6,10,8,3,1,4,5,5
6946720043,175020215,10/06/2018 03:29:36 PM,10/06/2018 03:31:20 PM,,,,,ddc025615f87af6ed94f81469f,2,10,10,6,4,1,7,,,,,,2,5,1,1,1,5,2,4,9,4
6946720011,175020215,10/06/2018 03:29:14 PM,10/06/2018 03:31:07 PM,,,,,fee07f68f29a06034ce29b01f2,2,4,3,10,10,8,5,,,,,5,1,6,1,1,7,2,1,4,1,4
6946719990,175020215,10/06/2018 03:29:22 PM,10/06/2018 03:31:01 PM,,,,,d5e59ddb63a47a63388f4b3b7f,2,8,6,8,5,5,6,,,3,,,1,1,4,4,5,4,2,4,4,1
6946719985,175020215,10/06/2018 03:28:44 PM,10/06/2018 03:30:59 PM,,,,,ae42aa782d5ba1e302b8f3c679,3,7,7,7,7,7,7,1,,,,,2,10,8,8,5,3,1,11,2,4
6946719840,175020215,10/06/2018 03:28:06 PM,10/06/2018 03:30:15 PM,,,,,7693f067b4f9333340a187e785,1,6,6,3,6,1,4,,2,3,,5,1,6,1,1,8,3,2,11,9,1
6946719643,175020215,10/06/2018 03:26:36 PM,10/06/2018 03:29:08 PM,,,,,6f0d0838dc98e86ac57f7221c1,2,6,2,7,5,6,7,,,3,,,2,3,9,10,8,2,2,1,9,1
6946719230,175020215,10/06/2018 03:24:55 PM,10/06/2018 03:26:31 PM,,,,,287ea164d434095af8eaf88f53,2,10,9,10,4,2,2,,,3,,,1,5,1,1,8,3,1,8,2,1
6946718953,175020215,10/06/2018 03:22:16 PM,10/06/2018 03:25:59 PM,,,,,620864251d7c3b5c06b25ffdf1,3,2,10,9,9,9,10,,,,,,2,10,9,10,7,5,2,11,2,1
6946718732,175020215,10/06/2018 03:20:29 PM,10/06/2018 03:23:36 PM,,,,,57af7a166fb43766578ab71c66,3,4,2,4,1,7,3,1,,,,5,3,10,1,1,10,2,2,11,,6
6946718516,175020238,10/06/2018 03:06:48 PM,10/06/2018 03:22:14 PM,196.18.226.227,,,,,1,9,8,8,8,9,9,,2,,,,1,6,9,9,8,,,,,
6946718099,175020215,10/06/2018 03:17:49 PM,10/06/2018 03:19:43 PM,,,,,170c2f2af705dd421a7f9bb299,3,6,7,5,5,2,6,,,,,,2,10,6,8,4,5,2,3,9,1
6946717556,175020215,10/06/2018 03:13:53 PM,10/06/2018 03:16:23 PM,,,,,29bcf610c2bd1fd777f31efefd,3,8,6,9,7,2,7,,,,,,1,6,1,1,10,4,1,5,9,4
6946717492,175020215,10/06/2018 03:14:22 PM,10/06/2018 03:15:53 PM,,,,,8ab525cd153797c02697f4b960,3,8,8,9,8,5,3,1,2,3,,,2,10,3,2,9,2,1,5,9,4
6946717382,175020215,10/06/2018 03:13:04 PM,10/06/2018 03:15:18 PM,,,,,d83d94af54e6db0aad41588580,2,5,5,10,10,6,3,,2,,,,2,2,1,1,5,2,2,3,9,2
6946717378,175020215,10/06/2018 03:12:00 PM,10/06/2018 03:16:01 PM,,,,,db1155215d59a9a88b659a1550,3,10,10,8,5,5,8,,,,,,2,6,1,1,8,5,1,4,4,2
6946717374,175020215,10/06/2018 03:13:16 PM,10/06/2018 03:15:14 PM,,,,,dc9baae60cfc3a5a4e5bd5cb42,3,2,8,3,8,1,10,,,,,,2,3,1,1,10,5,2,4,9,4
6946717117,175020215,10/06/2018 03:12:34 PM,10/06/2018 03:13:45 PM,,,,,80665b63337e648db7aeca9303,2,1,1,2,10,4,6,,,,,,1,10,1,1,2,2,1,4,2,2
6946717004,175020215,10/06/2018 03:11:11 PM,10/06/2018 03:13:00 PM,,,,,a0b33bf4d787671f8b238cf450,2,7,6,5,6,5,1,,,,,,2,11,1,1,3,2,2,6,2,2
6946716806,175020215,10/06/2018 03:08:59 PM,10/06/2018 03:11:46 PM,,,,,d26298f43a224b40d937aeb272,2,8,5,7,5,5,8,,,,,,2,2,10,9,9,5,2,6,5,4
6946716772,175020215,10/06/2018 03:08:34 PM,10/06/2018 03:11:33 PM,,,,,952d0751f6d9d8c6127080d613,2,8,5,9,7,6,4,1,2,3,,5,2,10,10,10,10,2,1,3,5,4
6946716765,175020215,10/06/2018 03:09:59 PM,10/06/2018 03:11:32 PM,,,,,7e07940134d547207ff2bad5bf,2,8,8,6,5,4,8,,,,,,2,2,9,9,8,5,2,2,9,4
