,start_date,end_date,hirability,expected_conventionality,favor_online_ed,expected_duration,familiarity_coursera,familiarity_edx,familiarity_linkedinlearning,familiarity_pluralsight,familiarity_udacity,familiarity_udemy,rulebreakers_risky,rulebreakers_culture_value,rulebreakers_mixed_bag,manager_effects,job_title,job_title_credentials,firm_size,industry,other_industry,is_prefer_college_peer,state,gender,income,age,education,ethnicity,grit,ocean,favor_programming_career,favor_seeking_risk,worldview_continuous_pro_innovation,worldview_continuous_pro_regulation,worldview_continuous_pro_foreign,worldview_description,worldview_continuous_activism,covid_impact,covid_remote,covid_fav_online,school_hirability_,school_hirability_1,school_hirability_2,school_hirability_3,school_hirability_4,school_hirability_5,school_hirability_6,school_hirability_7,skill_physical_attractiveness_ideal_job_applicant,skill_physical_attractiveness_typical_employee_at_my_company,skill_physical_attractiveness_recent_college_graduate,skill_physical_attractiveness_ngwac,skill_emotional_intelligence_ideal_job_applicant,skill_emotional_intelligence_typical_employee_at_my_company,skill_emotional_intelligence_recent_college_graduate,skill_emotional_intelligence_ngwac,skill_salary_required_by_an_ideal_job_applicant,skill_salary_required_by_a_typical_employee_at_my_company,skill_salary_required_by_a_recent_college_graduate,skill_salary_required_by_a_ngwac,skill_written_communication_skill_ideal_job_applicant,skill_written_communication_skill_typical_employee_at_my_company,skill_written_communication_skill_recent_college_graduate,skill_written_communication_skill_ngwac,skill_verbal_communication_skill_ideal_job_applicant,skill_verbal_communication_skill_typical_employee_at_my_company,skill_verbal_communication_skill_recent_college_graduate,skill_verbal_communication_skill_ngwac,skill_body_language_communication_skill_ideal_job_applicant,skill_body_language_communication_skill_typical_employee_at_my_company,skill_body_language_communication_skill_recent_college_graduate,skill_body_language_communication_skill_ngwac,skill_technical_job_skills_ideal_job_applicant,skill_technical_job_skills_typical_employee_at_my_company,skill_technical_job_skills_recent_college_graduate,skill_technical_job_skills_ngwac,skill_conscientiousness_ideal_job_applicant,skill_conscientiousness_typical_employee_at_my_company,skill_conscientiousness_recent_college_graduate,skill_conscientiousness_ngwac,skill_break_rules_ideal_job_applicant,skill_break_rules_typical_employee_at_my_company,skill_break_rules_recent_college_graduate,skill_break_rules_ngwac,skill_customer_service_skill_ideal_job_applicant,skill_customer_service_skill_typical_employee_at_my_company,skill_customer_service_skill_recent_college_graduate,skill_customer_service_skill_ngwac,skill_teamwork_ideal_job_applicant,skill_teamwork_typical_employee_at_my_company,skill_teamwork_recent_college_graduate,skill_teamwork_ngwac,skill_commute_ideal_job_applicant,skill_commute_typical_employee_at_my_company,skill_commute_recent_college_graduate,skill_commute_ngwac,skill_work_odd_hours_or_a_strange_schedule_ideal_job_applicant,skill_work_odd_hours_or_a_strange_schedule_typical_employee_at_my_company,skill_work_odd_hours_or_a_strange_schedule_recent_college_graduate,skill_work_odd_hours_or_a_strange_schedule_ngwac,personality_o,personality_c,personality_e,personality_a,personality_n,familiarity_count,is_large_firm_size,is_serious,is_tech,school_unaccredited_hirability,school_self_impressed,school_other_impressed
11,10/9/2021 13:58,10/9/2021 14:29,9,8,9,Under a month,Coursera,,LinkedIn Learning,,Udacity,,7,8,9,No,,"No. I do not know of any credentials which are common, valued, or legally required in that line of work.",201-500,Information Technology,,1.0,Florida,Female,"25,000-49,999",45-54,Obtained Undergraduate Degree,White or Caucasian,2.9,"62.5,62.5,67,56,46",9.0,10.0,7.0,9.0,8.0,Other Christian,5.0,Moderate negative impact,Slight degree,Moderate degree,3.0,6.0,5.0,3.0,5.0,4.0,3.0,5.0,7.0,8.0,8.0,6.0,8.0,5.0,7.0,8.0,7.0,8.0,9.0,7.0,8.0,6.0,6.0,8.0,8.0,9.0,7.0,5.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,7.0,10.0,8.0,5.0,8.0,7.0,7.0,8.0,7.0,7.0,5.0,8.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,6.0,8.0,8.0,7.0,62.5,62.5,67.0,56.0,46.0,3,False,True,True,17.0,16.0,18.0
12,10/9/2021 13:58,10/9/2021 14:06,10,10,10,More than a year,Coursera,,,,,,9,8,10,No,IT support,"Yes. Certification, license, or other non-degree credentials are an industry norm.",Nov-50,Information Technology,,1.0,Florida,Male,"25,000-49,999",25-34,Obtained Undergraduate Degree,Asian or Asian American,3.3,"37.5,48,48,27,40",9.0,8.0,10.0,8.0,9.0,Agnostic or Atheist,9.0,Large negative impact,Large degree,Moderate degree,9.0,6.0,5.0,3.0,4.0,3.0,3.0,10.0,9.0,8.0,7.0,9.0,10.0,8.0,8.0,10.0,8.0,8.0,9.0,10.0,8.0,8.0,8.0,9.0,10.0,9.0,8.0,8.0,9.0,10.0,10.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,10.0,8.0,9.0,9.0,9.0,10.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,8.0,37.5,48.0,48.0,27.0,40.0,1,False,True,True,23.0,21.0,22.0
13,10/9/2021 13:12,10/9/2021 14:01,8,7,6,Under 3 months,Coursera,,,,,,8,7,8,Yes,software developer,"Yes. Certification, license, or other non-degree credentials are an industry norm.","501-1,000",Information Technology,,1.0,Washington,Female,"75,000-99,999",25-34,Some College,Asian or Asian American,2.5,"67,56,60,62.5,52",6.0,8.0,8.0,7.0,8.0,Conservative or Evangelical Christian,7.0,Slight negative impact,Moderate degree,Slight degree,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,8.0,6.0,7.0,5.0,8.0,8.0,9.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,67.0,56.0,60.0,62.5,52.0,1,True,True,True,27.0,26.0,26.0
14,10/9/2021 13:37,10/9/2021 13:58,8,6,7,Under 3 months,,,LinkedIn Learning,,,,7,8,7,No,,"Yes. Certification, license, or other non-degree credentials are required by law.","501-1,000",Manufacturing,,1.0,Michigan,Female,"50,000-74,999",25-34,Obtained Undergraduate Degree,White or Caucasian,3.8,,9.0,7.0,7.0,8.0,7.0,Conservative or Evangelical Christian,6.0,Slight negative impact,Moderate degree,Large degree,7.0,3.0,8.0,7.0,5.0,5.0,7.0,8.0,8.0,9.0,7.0,8.0,6.0,7.0,8.0,7.0,8.0,7.0,8.0,6.0,9.0,7.0,8.0,9.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,9.0,8.0,6.0,7.0,8.0,7.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,,,,,,1,True,True,False,25.0,30.0,23.0
15,10/9/2021 13:41,10/9/2021 13:56,7,8,6,Under 3 months,Coursera,,LinkedIn Learning,,,,7,9,8,Yes,,"Yes. Certification, license, or other non-degree credentials are an industry norm.",51-200,Information Technology,,1.0,Virginia,Male,"75,000-99,999",25-34,Obtained Undergraduate Degree,Hispanic or Latino,3.5,"58,62.5,48,65,65",7.0,9.0,8.0,7.0,9.0,"Spiritual or Theistic, No Specific Religion",8.0,Moderate negative impact,Slight degree,Moderate degree,8.0,9.0,2.0,3.0,4.0,2.0,5.0,3.0,8.0,7.0,9.0,5.0,9.0,8.0,8.0,10.0,8.0,9.0,7.0,8.0,8.0,6.0,9.0,8.0,10.0,9.0,7.0,9.0,8.0,9.0,7.0,10.0,9.0,9.0,7.0,8.0,7.0,8.0,7.0,6.0,7.0,9.0,5.0,7.0,4.0,9.0,8.0,8.0,6.0,8.0,9.0,7.0,8.0,8.0,7.0,8.0,6.0,9.0,8.0,7.0,58.0,62.5,48.0,65.0,65.0,2,False,True,True,22.0,13.0,17.0
16,10/9/2021 13:19,10/9/2021 13:51,8,7,7,Under 3 months,,,LinkedIn Learning,,,,8,7,6,Yes,Manager,"Yes. Certification, license, or other non-degree credentials are required by law.","501-1,000",Manufacturing,,1.0,Michigan,Male,"50,000-74,999",25-34,Obtained Undergraduate Degree,White or Caucasian,3.0,,8.0,9.0,7.0,8.0,7.0,Conservative or Evangelical Christian,8.0,Slight negative impact,Moderate degree,Moderate degree,8.0,7.0,6.0,9.0,4.0,7.0,5.0,7.0,8.0,7.0,8.0,6.0,8.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,6.0,8.0,8.0,9.0,7.0,8.0,7.0,5.0,7.0,6.0,8.0,6.0,8.0,9.0,7.0,8.0,7.0,6.0,8.0,5.0,6.0,7.0,6.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,,,,,,1,True,True,False,30.0,27.0,30.0
17,10/9/2021 12:40,10/9/2021 13:46,7,9,6,More than a year,Coursera,,LinkedIn Learning,Pluralsight,Udacity,Udemy,8,6,8,Yes,software developer,"Yes. Certification, license, or other non-degree credentials are required by law.","1,001-5,000",Information Technology,,1.0,Virginia,Male,"175,000-199,999",25-34,Obtained Undergraduate Degree,Asian or Asian American,3.3,"60,60,67,69,67",8.0,5.0,8.0,5.0,8.0,Conservative or Evangelical Christian,5.0,Large negative impact,Moderate degree,Moderate degree,8.0,3.0,10.0,3.0,6.0,5.0,2.0,6.0,7.0,10.0,8.0,6.0,5.0,8.0,10.0,6.0,5.0,8.0,7.0,4.0,8.0,6.0,4.0,8.0,9.0,6.0,5.0,8.0,5.0,10.0,7.0,6.0,3.0,9.0,7.0,4.0,10.0,8.0,6.0,8.0,9.0,5.0,8.0,4.0,8.0,10.0,7.0,5.0,9.0,9.0,6.0,4.0,9.0,10.0,7.0,4.0,8.0,9.0,4.0,8.0,60.0,60.0,67.0,69.0,67.0,5,True,True,True,24.0,21.0,17.0
18,10/9/2021 13:31,10/9/2021 13:43,6,6,7,Under 6 months,Coursera,edX,,,,,6,7,8,Yes,manager,"Yes. Certification, license, or other non-degree credentials are an industry norm.",51-200,"Finance, Investment, or Accounting",,1.0,New York,Male,"75,000-99,999",25-34,Obtained Non-Doctoral Graduate Degree,White or Caucasian,3.0,"52,60,52,60,60",6.0,7.0,6.0,8.0,7.0,Progressive Christian,6.0,Slight negative impact,Slight degree,Slight degree,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,6.0,7.0,52.0,60.0,52.0,60.0,60.0,2,False,True,False,26.0,27.0,27.0
19,10/9/2021 13:26,10/9/2021 13:40,7,9,10,Under 3 months,Coursera,,,,,,7,6,8,Yes,,"Yes. Certification, license, or other non-degree credentials are an industry norm.",51-200,Health,,1.0,California,Female,"25,000-49,999",25-34,Some College,White or Caucasian,2.7,"48,69,62.5,60,67",7.0,9.0,6.0,8.0,6.0,Progressive Christian,7.0,Slight negative impact,Moderate degree,Slight degree,5.0,7.0,8.0,5.0,9.0,9.0,6.0,8.0,4.0,7.0,7.0,5.0,8.0,4.0,7.0,8.0,4.0,8.0,4.0,6.0,8.0,5.0,8.0,4.0,7.0,6.0,8.0,5.0,8.0,9.0,5.0,9.0,6.0,9.0,5.0,9.0,5.0,8.0,8.0,8.0,5.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,6.0,48.0,69.0,62.5,60.0,67.0,1,False,True,False,25.0,27.0,29.0
20,10/9/2021 13:14,10/9/2021 13:27,9,10,10,Under a year,Coursera,,,,,,10,9,9,Yes,sales,"Yes. Certification, license, or other non-degree credentials are required by law.","1,001-5,000",Real Estate,,1.0,Texas,Male,"75,000-99,999",35-44,Some College,Black or African American,3.24,,9.0,9.0,9.0,9.0,9.0,Agnostic or Atheist,9.0,Large negative impact,Moderate degree,Moderate degree,9.0,2.0,10.0,2.0,10.0,10.0,10.0,2.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,,,,,,1,True,True,False,23.0,24.0,16.0
21,10/9/2021 12:33,10/9/2021 13:20,9,7,9,Under 6 months,,edX,LinkedIn Learning,,,Udemy,7,5,5,No,,"Yes. Certification, license, or other non-degree credentials are an industry norm.",201-500,Information Technology,,1.0,Florida,Male,"50,000-74,999",35-44,Obtained Undergraduate Degree,White or Caucasian,4.0,"65,54,56,65,64",9.0,7.0,8.0,6.0,5.0,Other Christian,5.0,Slight negative impact,Slight degree,Moderate degree,5.0,3.0,6.0,5.0,4.0,5.0,7.0,6.0,5.0,4.0,6.0,7.0,8.0,5.0,6.0,5.0,7.0,5.0,6.0,4.0,6.0,7.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,5.0,7.0,8.0,5.0,7.0,5.0,4.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,5.0,7.0,5.0,7.0,5.0,7.0,6.0,8.0,5.0,5.0,7.0,6.0,5.0,4.0,65.0,54.0,56.0,65.0,64.0,3,False,True,True,19.0,24.0,19.0
22,10/9/2021 12:50,10/9/2021 13:20,8,7,9,Under a year,Coursera,,LinkedIn Learning,,,Udemy,9,3,3,No,Team Leader,"Yes. Certification, license, or other non-degree credentials are not required or expected, but there are some which are common and valued.",Nov-50,"Finance, Investment, or Accounting",,0.0,Texas,Female,"10,000-24,999",25-34,Obtained Undergraduate Degree,White or Caucasian,4.7,"92,92,92,83,8",9.0,9.0,9.0,9.0,7.0,Other Christian,8.0,Slight negative impact,Large degree,Large degree,2.0,4.0,5.0,7.0,5.0,5.0,6.0,9.0,7.0,7.0,7.0,7.0,9.0,9.0,6.0,4.0,9.0,9.0,5.0,5.0,9.0,9.0,8.0,8.0,9.0,9.0,6.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,6.0,5.0,9.0,8.0,4.0,4.0,3.0,2.0,7.0,6.0,9.0,9.0,3.0,3.0,10.0,10.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,9.0,5.0,5.0,92.0,92.0,92.0,83.0,8.0,3,False,True,False,18.0,27.0,25.0
