participant_id,participant_assessed_writer_edu_level,participant_assessed_gpt_likelihood,participant_education,participant_with_econ_degree,participant_attention,doc_id,quality_rating,topic,author,author_credentials,is_written_by_gpt,participant_expects_gpt
6,U,9,SomeCollege,No,10,10,9,macro_health,edubirdie,unspecified_webservice,False,True
6,U,9,SomeCollege,No,10,11,8,remote_work,b,PhD,False,True
6,U,6,SomeCollege,No,10,12,8,macro_health,b,PhD,False,True
6,P,8,SomeCollege,No,10,13,10,llm_best_practices,b,PhD,False,True
6,U,6,SomeCollege,No,10,14,7,macro_health,customwritings,phd_student_webservice,False,True
6,M,7,SomeCollege,No,10,15,7,llm_best_practices,customwritings,phd_student_webservice,False,True
6,M,8,SomeCollege,No,10,16,8,macro_health,gpt,gpt,True,True
6,P,10,SomeCollege,No,10,17,10,llm_best_practices,gpt,gpt,True,True
6,M,10,SomeCollege,No,10,18,9,austrian_neoclassical,gpt,gpt,True,True
7,M,5,AnUndergraduateDegree,Yes,10,1,8,austrian_neoclassical,b,PhD,False,False
7,M,2,AnUndergraduateDegree,Yes,10,2,8,austrian_neoclassical,j,PhD,False,False
7,U,8,AnUndergraduateDegree,Yes,10,3,6,llm_best_practices,j,PhD,False,True
7,U,2,AnUndergraduateDegree,Yes,10,4,4,macro_health,j,PhD,False,False
7,M,2,AnUndergraduateDegree,Yes,10,5,8,macro_health,p,PhD,False,False
7,U,2,AnUndergraduateDegree,Yes,10,6,6,remote_work,t,masters,False,False
7,M,3,AnUndergraduateDegree,Yes,10,7,8,remote_work,p,PhD,False,False
7,U,5,AnUndergraduateDegree,Yes,10,8,6,remote_work,gpt,gpt,True,False
7,U,4,AnUndergraduateDegree,Yes,10,9,6,remote_work,edubirdie,unspecified_webservice,False,False
7,U,1,AnUndergraduateDegree,Yes,10,10,3,macro_health,edubirdie,unspecified_webservice,False,False
7,U,3,AnUndergraduateDegree,Yes,10,11,7,remote_work,b,PhD,False,False
7,U,4,AnUndergraduateDegree,Yes,10,12,5,macro_health,b,PhD,False,False
7,U,3,AnUndergraduateDegree,Yes,10,13,5,llm_best_practices,b,PhD,False,False
7,U,5,AnUndergraduateDegree,Yes,10,14,5,macro_health,customwritings,phd_student_webservice,False,False
7,U,3,AnUndergraduateDegree,Yes,10,15,6,llm_best_practices,customwritings,phd_student_webservice,False,False
7,U,2,AnUndergraduateDegree,Yes,10,16,7,macro_health,gpt,gpt,True,False
7,U,2,AnUndergraduateDegree,Yes,10,17,7,llm_best_practices,gpt,gpt,True,False
7,U,3,AnUndergraduateDegree,Yes,10,18,5,austrian_neoclassical,gpt,gpt,True,False
8,M,6,SomeCollege,No,10,1,8,austrian_neoclassical,b,PhD,False,True
8,M,4,SomeCollege,No,10,2,6,austrian_neoclassical,j,PhD,False,False
8,P,5,SomeCollege,No,10,3,5,llm_best_practices,j,PhD,False,False
8,U,2,SomeCollege,No,10,4,4,macro_health,j,PhD,False,False
8,U,5,SomeCollege,No,10,5,7,macro_health,p,PhD,False,False
8,U,2,SomeCollege,No,10,6,6,remote_work,t,masters,False,False
8,M,5,SomeCollege,No,10,7,9,remote_work,p,PhD,False,False
8,U,3,SomeCollege,No,10,8,6,remote_work,gpt,gpt,True,False
8,U,1,SomeCollege,No,10,9,4,remote_work,edubirdie,unspecified_webservice,False,False
8,U,1,SomeCollege,No,10,10,2,macro_health,edubirdie,unspecified_webservice,False,False
8,U,2,SomeCollege,No,10,11,5,remote_work,b,PhD,False,False
8,U,2,SomeCollege,No,10,12,4,macro_health,b,PhD,False,False
8,M,4,SomeCollege,No,10,13,7,llm_best_practices,b,PhD,False,False
8,U,1,SomeCollege,No,10,14,3,macro_health,customwritings,phd_student_webservice,False,False
8,U,1,SomeCollege,No,10,15,5,llm_best_practices,customwritings,phd_student_webservice,False,False
8,U,5,SomeCollege,No,10,16,8,macro_health,gpt,gpt,True,False
8,U,9,SomeCollege,No,10,17,7,llm_best_practices,gpt,gpt,True,True
8,U,7,SomeCollege,No,10,18,7,austrian_neoclassical,gpt,gpt,True,True
9,P,5,AnUndergraduateDegree,No,8,1,8,austrian_neoclassical,b,PhD,False,False
9,P,1,AnUndergraduateDegree,No,8,2,10,austrian_neoclassical,j,PhD,False,False
9,P,1,AnUndergraduateDegree,No,8,3,10,llm_best_practices,j,PhD,False,False
9,M,3,AnUndergraduateDegree,No,8,4,9,macro_health,j,PhD,False,False
9,M,7,AnUndergraduateDegree,No,8,5,7,macro_health,p,PhD,False,True
9,P,1,AnUndergraduateDegree,No,8,6,9,remote_work,t,masters,False,False
9,U,9,AnUndergraduateDegree,No,8,7,6,remote_work,p,PhD,False,True
9,U,4,AnUndergraduateDegree,No,8,8,8,remote_work,gpt,gpt,True,False
9,U,10,AnUndergraduateDegree,No,8,9,6,remote_work,edubirdie,unspecified_webservice,False,True
9,U,9,AnUndergraduateDegree,No,8,10,7,macro_health,edubirdie,unspecified_webservice,False,True
9,U,9,AnUndergraduateDegree,No,8,11,7,remote_work,b,PhD,False,True
9,M,5,AnUndergraduateDegree,No,8,12,7,macro_health,b,PhD,False,False
9,U,10,AnUndergraduateDegree,No,8,13,6,llm_best_practices,b,PhD,False,True
9,U,8,AnUndergraduateDegree,No,8,14,8,macro_health,customwritings,phd_student_webservice,False,True
9,U,4,AnUndergraduateDegree,No,8,15,8,llm_best_practices,customwritings,phd_student_webservice,False,False
9,U,9,AnUndergraduateDegree,No,8,16,5,macro_health,gpt,gpt,True,True
9,M,2,AnUndergraduateDegree,No,8,17,9,llm_best_practices,gpt,gpt,True,False
9,M,8,AnUndergraduateDegree,No,8,18,8,austrian_neoclassical,gpt,gpt,True,True
10,P,1,AnUndergraduateDegree,No,8,1,10,austrian_neoclassical,b,PhD,False,False
10,U,4,AnUndergraduateDegree,No,8,2,6,austrian_neoclassical,j,PhD,False,False
10,U,6,AnUndergraduateDegree,No,8,3,5,llm_best_practices,j,PhD,False,True
10,U,6,AnUndergraduateDegree,No,8,4,3,macro_health,j,PhD,False,True
10,M,5,AnUndergraduateDegree,No,8,5,8,macro_health,p,PhD,False,False
10,M,4,AnUndergraduateDegree,No,8,6,7,remote_work,t,masters,False,False
10,P,2,AnUndergraduateDegree,No,8,7,9,remote_work,p,PhD,False,False
10,M,5,AnUndergraduateDegree,No,8,8,7,remote_work,gpt,gpt,True,False
10,U,10,AnUndergraduateDegree,No,8,9,2,remote_work,edubirdie,unspecified_webservice,False,True
10,U,1,AnUndergraduateDegree,No,8,10,4,macro_health,edubirdie,unspecified_webservice,False,False
10,U,8,AnUndergraduateDegree,No,8,11,4,remote_work,b,PhD,False,True
10,U,1,AnUndergraduateDegree,No,8,12,6,macro_health,b,PhD,False,False
10,M,2,AnUndergraduateDegree,No,8,13,6,llm_best_practices,b,PhD,False,False
10,U,2,AnUndergraduateDegree,No,8,14,8,macro_health,customwritings,phd_student_webservice,False,False
10,M,10,AnUndergraduateDegree,No,8,15,8,llm_best_practices,customwritings,phd_student_webservice,False,True
10,P,3,AnUndergraduateDegree,No,8,16,10,macro_health,gpt,gpt,True,False
10,M,4,AnUndergraduateDegree,No,8,17,10,llm_best_practices,gpt,gpt,True,False
10,U,5,AnUndergraduateDegree,No,8,18,5,austrian_neoclassical,gpt,gpt,True,False
11,M,5,HighSchoolorLess,No,10,1,7,austrian_neoclassical,b,PhD,False,False
11,P,3,HighSchoolorLess,No,10,2,9,austrian_neoclassical,j,PhD,False,False
11,U,8,HighSchoolorLess,No,10,3,5,llm_best_practices,j,PhD,False,True
11,P,2,HighSchoolorLess,No,10,4,10,macro_health,j,PhD,False,False
11,M,4,HighSchoolorLess,No,10,5,7,macro_health,p,PhD,False,False
11,M,5,HighSchoolorLess,No,10,6,7,remote_work,t,masters,False,False
11,U,8,HighSchoolorLess,No,10,7,4,remote_work,p,PhD,False,True
11,U,9,HighSchoolorLess,No,10,8,6,remote_work,gpt,gpt,True,True
11,U,8,HighSchoolorLess,No,10,9,3,remote_work,edubirdie,unspecified_webservice,False,True
11,U,7,HighSchoolorLess,No,10,10,5,macro_health,edubirdie,unspecified_webservice,False,True
11,U,7,HighSchoolorLess,No,10,11,6,remote_work,b,PhD,False,True
11,U,7,HighSchoolorLess,No,10,12,4,macro_health,b,PhD,False,True
11,M,4,HighSchoolorLess,No,10,13,8,llm_best_practices,b,PhD,False,False
11,M,6,HighSchoolorLess,No,10,14,8,macro_health,customwritings,phd_student_webservice,False,True
11,M,4,HighSchoolorLess,No,10,15,7,llm_best_practices,customwritings,phd_student_webservice,False,False
11,M,6,HighSchoolorLess,No,10,16,7,macro_health,gpt,gpt,True,True
11,U,3,HighSchoolorLess,No,10,17,6,llm_best_practices,gpt,gpt,True,False
11,P,5,HighSchoolorLess,No,10,18,7,austrian_neoclassical,gpt,gpt,True,False
12,M,2,AnUndergraduateDegree,No,10,1,8,austrian_neoclassical,b,PhD,False,False
12,U,2,AnUndergraduateDegree,No,10,2,4,austrian_neoclassical,j,PhD,False,False
12,M,1,AnUndergraduateDegree,No,10,3,8,llm_best_practices,j,PhD,False,False
12,M,3,AnUndergraduateDegree,No,10,4,8,macro_health,j,PhD,False,False
12,P,1,AnUndergraduateDegree,No,10,5,9,macro_health,p,PhD,False,False
12,P,2,AnUndergraduateDegree,No,10,6,8,remote_work,t,masters,False,False
12,M,3,AnUndergraduateDegree,No,10,7,5,remote_work,p,PhD,False,False
12,U,6,AnUndergraduateDegree,No,10,8,5,remote_work,gpt,gpt,True,True
12,U,2,AnUndergraduateDegree,No,10,9,5,remote_work,edubirdie,unspecified_webservice,False,False
12,M,6,AnUndergraduateDegree,No,10,10,5,macro_health,edubirdie,unspecified_webservice,False,True
12,U,4,AnUndergraduateDegree,No,10,11,5,remote_work,b,PhD,False,False
12,U,1,AnUndergraduateDegree,No,10,12,6,macro_health,b,PhD,False,False
12,M,2,AnUndergraduateDegree,No,10,13,5,llm_best_practices,b,PhD,False,False
12,U,7,AnUndergraduateDegree,No,10,14,5,macro_health,customwritings,phd_student_webservice,False,True
12,M,2,AnUndergraduateDegree,No,10,15,7,llm_best_practices,customwritings,phd_student_webservice,False,False
12,M,1,AnUndergraduateDegree,No,10,16,7,macro_health,gpt,gpt,True,False
12,U,3,AnUndergraduateDegree,No,10,17,6,llm_best_practices,gpt,gpt,True,False
12,U,9,AnUndergraduateDegree,No,10,18,5,austrian_neoclassical,gpt,gpt,True,True
13,M,8,SomeCollege,No,10,1,5,austrian_neoclassical,b,PhD,False,True
13,M,4,SomeCollege,No,10,2,7,austrian_neoclassical,j,PhD,False,False
13,P,4,SomeCollege,No,10,3,10,llm_best_practices,j,PhD,False,False
13,U,9,SomeCollege,No,10,4,1,macro_health,j,PhD,False,True
13,P,4,SomeCollege,No,10,5,10,macro_health,p,PhD,False,False
13,M,3,SomeCollege,No,10,6,8,remote_work,t,masters,False,False
13,M,9,SomeCollege,No,10,7,7,remote_work,p,PhD,False,True
13,U,9,SomeCollege,No,10,8,2,remote_work,gpt,gpt,True,True
13,U,6,SomeCollege,No,10,9,6,remote_work,edubirdie,unspecified_webservice,False,True
13,U,2,SomeCollege,No,10,10,1,macro_health,edubirdie,unspecified_webservice,False,False
13,U,9,SomeCollege,No,10,11,2,remote_work,b,PhD,False,True
13,U,9,SomeCollege,No,10,12,6,macro_health,b,PhD,False,True
13,M,7,SomeCollege,No,10,13,3,llm_best_practices,b,PhD,False,True
13,M,5,SomeCollege,No,10,14,7,macro_health,customwritings,phd_student_webservice,False,False
13,U,3,SomeCollege,No,10,15,4,llm_best_practices,customwritings,phd_student_webservice,False,False
13,M,6,SomeCollege,No,10,16,5,macro_health,gpt,gpt,True,True
13,U,10,SomeCollege,No,10,17,3,llm_best_practices,gpt,gpt,True,True
13,U,9,SomeCollege,No,10,18,7,austrian_neoclassical,gpt,gpt,True,True
14,U,7,SomeCollege,No,9,1,4,austrian_neoclassical,b,PhD,False,True
14,P,2,SomeCollege,No,9,2,8,austrian_neoclassical,j,PhD,False,False
14,U,7,SomeCollege,No,9,3,3,llm_best_practices,j,PhD,False,True
14,P,2,SomeCollege,No,9,4,8,macro_health,j,PhD,False,False
14,U,7,SomeCollege,No,9,5,6,macro_health,p,PhD,False,True
14,U,3,SomeCollege,No,9,6,7,remote_work,t,masters,False,False
14,M,3,SomeCollege,No,9,7,8,remote_work,p,PhD,False,False
14,U,5,SomeCollege,No,9,8,5,remote_work,gpt,gpt,True,False
14,U,9,SomeCollege,No,9,9,5,remote_work,edubirdie,unspecified_webservice,False,True
14,U,5,SomeCollege,No,9,10,4,macro_health,edubirdie,unspecified_webservice,False,False
14,U,5,SomeCollege,No,9,11,5,remote_work,b,PhD,False,False
14,U,3,SomeCollege,No,9,12,2,macro_health,b,PhD,False,False
14,U,10,SomeCollege,No,9,13,5,llm_best_practices,b,PhD,False,True
14,M,2,SomeCollege,No,9,14,8,macro_health,customwritings,phd_student_webservice,False,False
14,U,7,SomeCollege,No,9,15,4,llm_best_practices,customwritings,phd_student_webservice,False,True
14,M,3,SomeCollege,No,9,16,8,macro_health,gpt,gpt,True,False
14,U,3,SomeCollege,No,9,17,7,llm_best_practices,gpt,gpt,True,False
14,U,8,SomeCollege,No,9,18,3,austrian_neoclassical,gpt,gpt,True,True
15,U,7,AnUndergraduateDegree,No,10,1,7,austrian_neoclassical,b,PhD,False,True
15,U,6,AnUndergraduateDegree,No,10,2,6,austrian_neoclassical,j,PhD,False,True
15,U,10,AnUndergraduateDegree,No,10,3,3,llm_best_practices,j,PhD,False,True
15,U,8,AnUndergraduateDegree,No,10,4,6,macro_health,j,PhD,False,True
15,M,6,AnUndergraduateDegree,No,10,5,7,macro_health,p,PhD,False,True
15,M,4,AnUndergraduateDegree,No,10,6,8,remote_work,t,masters,False,False
15,U,8,AnUndergraduateDegree,No,10,7,7,remote_work,p,PhD,False,True
15,U,6,AnUndergraduateDegree,No,10,8,8,remote_work,gpt,gpt,True,True
15,U,7,AnUndergraduateDegree,No,10,9,7,remote_work,edubirdie,unspecified_webservice,False,True
15,U,4,AnUndergraduateDegree,No,10,10,5,macro_health,edubirdie,unspecified_webservice,False,False
15,U,3,AnUndergraduateDegree,No,10,11,6,remote_work,b,PhD,False,False
15,U,8,AnUndergraduateDegree,No,10,12,6,macro_health,b,PhD,False,True
15,U,8,AnUndergraduateDegree,No,10,13,7,llm_best_practices,b,PhD,False,True
15,U,8,AnUndergraduateDegree,No,10,14,6,macro_health,customwritings,phd_student_webservice,False,True
15,M,6,AnUndergraduateDegree,No,10,15,8,llm_best_practices,customwritings,phd_student_webservice,False,True
15,U,6,AnUndergraduateDegree,No,10,16,5,macro_health,gpt,gpt,True,True
15,M,4,AnUndergraduateDegree,No,10,17,8,llm_best_practices,gpt,gpt,True,False
15,M,4,AnUndergraduateDegree,No,10,18,8,austrian_neoclassical,gpt,gpt,True,False
16,M,1,HighSchoolorLess,No,10,1,9,austrian_neoclassical,b,PhD,False,False
16,P,3,HighSchoolorLess,No,10,2,9,austrian_neoclassical,j,PhD,False,False
16,M,5,HighSchoolorLess,No,10,3,9,llm_best_practices,j,PhD,False,False
16,U,2,HighSchoolorLess,No,10,4,7,macro_health,j,PhD,False,False
16,M,1,HighSchoolorLess,No,10,5,9,macro_health,p,PhD,False,False
16,U,1,HighSchoolorLess,No,10,6,7,remote_work,t,masters,False,False
16,U,2,HighSchoolorLess,No,10,7,7,remote_work,p,PhD,False,False
16,M,1,HighSchoolorLess,No,10,8,8,remote_work,gpt,gpt,True,False
16,U,3,HighSchoolorLess,No,10,9,7,remote_work,edubirdie,unspecified_webservice,False,False
16,U,7,HighSchoolorLess,No,10,10,6,macro_health,edubirdie,unspecified_webservice,False,True
16,U,1,HighSchoolorLess,No,10,11,7,remote_work,b,PhD,False,False
16,U,3,HighSchoolorLess,No,10,12,8,macro_health,b,PhD,False,False
16,M,1,HighSchoolorLess,No,10,13,9,llm_best_practices,b,PhD,False,False
16,U,2,HighSchoolorLess,No,10,14,8,macro_health,customwritings,phd_student_webservice,False,False
16,U,3,HighSchoolorLess,No,10,15,7,llm_best_practices,customwritings,phd_student_webservice,False,False
16,U,2,HighSchoolorLess,No,10,16,7,macro_health,gpt,gpt,True,False
16,U,5,HighSchoolorLess,No,10,17,6,llm_best_practices,gpt,gpt,True,False
16,U,5,HighSchoolorLess,No,10,18,7,austrian_neoclassical,gpt,gpt,True,False
17,U,3,AnUndergraduateDegree,No,10,1,7,austrian_neoclassical,b,PhD,False,False
17,U,4,AnUndergraduateDegree,No,10,2,7,austrian_neoclassical,j,PhD,False,False
17,U,8,AnUndergraduateDegree,No,10,3,6,llm_best_practices,j,PhD,False,True
17,M,3,AnUndergraduateDegree,No,10,4,8,macro_health,j,PhD,False,False
17,U,6,AnUndergraduateDegree,No,10,5,7,macro_health,p,PhD,False,True
17,P,4,AnUndergraduateDegree,No,10,6,7,remote_work,t,masters,False,False
17,U,8,AnUndergraduateDegree,No,10,7,7,remote_work,p,PhD,False,True
17,P,1,AnUndergraduateDegree,No,10,8,9,remote_work,gpt,gpt,True,False
17,U,3,AnUndergraduateDegree,No,10,9,8,remote_work,edubirdie,unspecified_webservice,False,False
17,U,9,AnUndergraduateDegree,No,10,10,7,macro_health,edubirdie,unspecified_webservice,False,True
17,U,8,AnUndergraduateDegree,No,10,11,6,remote_work,b,PhD,False,True
17,U,1,AnUndergraduateDegree,No,10,12,9,macro_health,b,PhD,False,False
17,U,7,AnUndergraduateDegree,No,10,13,7,llm_best_practices,b,PhD,False,True
17,M,5,AnUndergraduateDegree,No,10,14,8,macro_health,customwritings,phd_student_webservice,False,False
17,U,7,AnUndergraduateDegree,No,10,15,7,llm_best_practices,customwritings,phd_student_webservice,False,True
17,M,4,AnUndergraduateDegree,No,10,16,7,macro_health,gpt,gpt,True,False
17,M,2,AnUndergraduateDegree,No,10,17,8,llm_best_practices,gpt,gpt,True,False
17,P,2,AnUndergraduateDegree,No,10,18,9,austrian_neoclassical,gpt,gpt,True,False
18,U,5,AGraduateDegree,No,9,1,8,austrian_neoclassical,b,PhD,False,False
18,P,2,AGraduateDegree,No,9,2,6,austrian_neoclassical,j,PhD,False,False
18,P,2,AGraduateDegree,No,9,3,5,llm_best_practices,j,PhD,False,False
18,U,6,AGraduateDegree,No,9,4,4,macro_health,j,PhD,False,True
18,M,4,AGraduateDegree,No,9,5,7,macro_health,p,PhD,False,False
18,M,2,AGraduateDegree,No,9,6,7,remote_work,t,masters,False,False
18,U,8,AGraduateDegree,No,9,7,5,remote_work,p,PhD,False,True
18,U,5,AGraduateDegree,No,9,8,7,remote_work,gpt,gpt,True,False
18,U,8,AGraduateDegree,No,9,9,3,remote_work,edubirdie,unspecified_webservice,False,True
18,U,8,AGraduateDegree,No,9,10,5,macro_health,edubirdie,unspecified_webservice,False,True
18,U,3,AGraduateDegree,No,9,11,7,remote_work,b,PhD,False,False
18,U,5,AGraduateDegree,No,9,12,8,macro_health,b,PhD,False,False
18,M,3,AGraduateDegree,No,9,13,7,llm_best_practices,b,PhD,False,False
18,U,8,AGraduateDegree,No,9,14,6,macro_health,customwritings,phd_student_webservice,False,True
18,M,3,AGraduateDegree,No,9,15,6,llm_best_practices,customwritings,phd_student_webservice,False,False
18,M,4,AGraduateDegree,No,9,16,8,macro_health,gpt,gpt,True,False
18,U,7,AGraduateDegree,No,9,17,6,llm_best_practices,gpt,gpt,True,True
18,U,8,AGraduateDegree,No,9,18,6,austrian_neoclassical,gpt,gpt,True,True
19,U,3,APhD,No,10,1,6,austrian_neoclassical,b,PhD,False,False
19,M,5,APhD,No,10,2,5,austrian_neoclassical,j,PhD,False,False
19,U,3,APhD,No,10,3,5,llm_best_practices,j,PhD,False,False
19,M,4,APhD,No,10,4,7,macro_health,j,PhD,False,False
19,M,5,APhD,No,10,5,5,macro_health,p,PhD,False,False
19,P,5,APhD,No,10,6,7,remote_work,t,masters,False,False
19,P,3,APhD,No,10,7,9,remote_work,p,PhD,False,False
19,P,3,APhD,No,10,8,8,remote_work,gpt,gpt,True,False
19,P,6,APhD,No,10,9,8,remote_work,edubirdie,unspecified_webservice,False,True
19,U,2,APhD,No,10,10,5,macro_health,edubirdie,unspecified_webservice,False,False
19,P,3,APhD,No,10,11,9,remote_work,b,PhD,False,False
19,U,6,APhD,No,10,12,6,macro_health,b,PhD,False,True
19,M,3,APhD,No,10,13,7,llm_best_practices,b,PhD,False,False
19,M,3,APhD,No,10,14,7,macro_health,customwritings,phd_student_webservice,False,False
19,M,7,APhD,No,10,15,7,llm_best_practices,customwritings,phd_student_webservice,False,True
19,P,2,APhD,No,10,16,9,macro_health,gpt,gpt,True,False
19,M,5,APhD,No,10,17,8,llm_best_practices,gpt,gpt,True,False
19,M,2,APhD,No,10,18,7,austrian_neoclassical,gpt,gpt,True,False
20,M,8,AGraduateDegree,No,9,1,10,austrian_neoclassical,b,PhD,False,True
20,P,7,AGraduateDegree,No,9,2,7,austrian_neoclassical,j,PhD,False,True
20,U,2,AGraduateDegree,No,9,3,3,llm_best_practices,j,PhD,False,False
20,P,5,AGraduateDegree,No,9,4,8,macro_health,j,PhD,False,False
