Respondent ID,Collector ID,End Date,FavorEntryLevel,FavorConventionalSoon,FavorOnlineEducation,FavorAI,FavorCrypto,FavorAmerican,HeardOfUdacity,HeardOfUdemy,HeardOfCoursera,HeardOfPluralsight,HeardOfLynda,Industry,FavorReligion,FavorChristianity,FavorRegulation,SurveyMonkeyAge,SurveyMonkeyIncome,SurveyMonkeyRegion,IsSurveyMonkeyMale,IsSurveyMonkeyFemale,IsSurveyMonkeyUnreportedGender,IsManager,IsUnemployed,IsStem,IsNotStem,IsUnsureStem,IsUnreportedStem,IsMale,IsFemale
6947552712,175027024,10/09/2018 11:55:53 AM,10,10,10,10,10,10,0,0,1,0,0,6,10,10,10,4,5,9,1,0,0,0,0,0,0,1,0,1,0
6947552687,175027024,10/09/2018 11:55:51 AM,5,5,5,5,5,5,0,0,0,1,0,6,10,10,6,3,5,8,1,0,0,0,0,0,1,0,0,1,0
6947552662,175027024,10/09/2018 11:55:48 AM,6,9,1,1,1,10,0,0,0,0,0,5,1,1,4,3,5,5,1,0,0,1,0,1,0,0,0,1,0
6947552543,175027024,10/09/2018 11:55:33 AM,5,4,3,5,1,8,0,0,0,0,1,10,10,10,6,2,1,3,1,0,0,0,0,0,1,0,0,1,0
6947552468,175027024,10/09/2018 11:55:22 AM,2,5,5,4,1,4,0,0,0,0,0,12,9,9,4,3,3,5,1,0,0,0,0,0,0,1,0,1,0
6947552392,175027024,10/09/2018 11:55:13 AM,5,4,8,6,9,6,0,0,0,1,0,11,6,6,4,2,1,7,1,0,0,0,0,0,1,0,0,1,0
6947552347,175027024,10/09/2018 11:55:08 AM,7,9,5,4,6,8,0,0,0,0,1,11,4,2,3,3,3,8,1,0,0,1,0,0,1,0,0,1,0
6947552069,175027024,10/09/2018 11:54:31 AM,4,8,7,7,7,6,0,0,0,0,0,9,8,8,8,5,5,2,1,0,0,0,0,0,1,0,0,1,0
6947551984,175027024,10/09/2018 11:54:19 AM,7,5,6,6,7,8,1,0,0,0,0,5,2,1,6,2,3,2,1,0,0,0,1,1,0,0,0,1,0
6947551950,175027024,10/09/2018 11:54:15 AM,8,10,10,8,4,7,1,1,0,0,0,12,5,5,1,2,3,8,1,0,0,0,0,0,1,0,0,1,0
6947551729,175027024,10/09/2018 11:53:50 AM,10,10,10,10,5,5,1,1,1,1,1,6,4,4,10,3,7,2,1,0,0,1,0,1,0,0,0,1,0
6947551675,175027024,10/09/2018 11:53:43 AM,1,1,10,10,9,7,0,0,0,1,0,6,6,7,7,2,2,9,1,0,0,1,0,1,0,0,0,1,0
6947551654,175027024,10/09/2018 11:53:40 AM,4,4,7,8,2,9,0,1,0,0,0,5,3,6,4,3,3,5,1,0,0,0,0,0,1,0,0,1,0
6947551630,175027024,10/09/2018 11:53:36 AM,4,5,3,6,3,7,1,0,0,0,0,6,4,4,7,2,3,9,0,1,0,1,0,0,1,0,0,0,1
6947551582,175027024,10/09/2018 11:53:30 AM,6,7,7,7,9,7,0,0,1,0,1,2,1,1,7,5,4,3,1,0,0,0,0,0,1,0,0,1,0
6947551568,175027024,10/09/2018 11:53:27 AM,6,5,7,5,1,5,0,1,0,0,0,10,9,10,8,2,6,5,1,0,0,0,1,0,1,0,0,1,0
6947551559,175027024,10/09/2018 11:53:26 AM,5,4,9,3,5,2,0,0,1,0,0,10,9,10,5,3,5,5,0,1,0,0,0,0,1,0,0,0,1
6947551501,175027024,10/09/2018 11:53:18 AM,1,1,1,1,1,10,0,0,0,0,1,10,10,10,1,3,2,5,1,0,0,0,0,0,1,0,0,1,0
6947551496,175027024,10/09/2018 11:53:18 AM,6,9,7,7,8,3,0,1,1,0,0,10,7,7,3,2,2,7,1,0,0,0,0,0,1,0,0,1,0
6947551352,175027024,10/09/2018 11:52:59 AM,8,10,7,5,3,10,0,0,0,0,1,2,1,1,7,2,2,8,0,1,0,0,0,1,0,0,0,0,1
6947551060,175027024,10/09/2018 11:52:22 AM,6,5,6,6,5,6,0,0,0,0,0,11,7,7,6,3,3,7,0,1,0,1,0,0,1,0,0,0,1
6947551023,175027024,10/09/2018 11:52:17 AM,9,6,7,4,3,7,0,0,1,0,0,2,7,7,6,2,3,2,0,1,0,0,0,0,1,0,0,0,1
6947550990,175027024,10/09/2018 11:52:14 AM,4,7,5,5,5,5,0,0,1,0,1,2,5,4,2,3,8,2,1,0,0,1,0,0,1,0,0,1,0
6947550975,175027024,10/09/2018 11:52:12 AM,3,3,4,5,4,4,0,0,0,1,0,10,6,2,10,3,1,5,1,0,0,0,1,0,1,0,0,1,0
6947550865,175027024,10/09/2018 11:51:59 AM,7,6,7,7,8,8,0,0,0,1,0,3,7,8,9,2,3,5,0,1,0,1,0,1,0,0,0,0,1
6947550859,175027024,10/09/2018 11:51:58 AM,10,10,7,6,6,3,0,0,0,0,0,10,5,4,5,2,5,4,0,1,0,0,0,0,1,0,0,0,1
6947550815,175027024,10/09/2018 11:51:53 AM,10,3,4,7,5,2,1,0,0,0,0,10,4,1,10,2,4,2,0,1,0,0,1,1,0,0,0,0,1
6947550725,175027024,10/09/2018 11:51:42 AM,10,4,3,10,7,8,0,0,0,0,0,4,9,10,6,2,7,4,0,1,0,1,0,0,0,1,0,0,1
6947550694,175027024,10/09/2018 11:51:39 AM,8,6,9,1,4,4,0,0,0,0,0,10,8,10,6,2,3,7,0,1,0,0,1,0,1,0,0,0,1
6947550608,175027024,10/09/2018 11:51:31 AM,4,3,8,8,5,2,1,0,0,1,0,9,8,1,1,2,4,2,1,0,0,0,0,0,1,0,0,1,0
6947550602,175027024,10/09/2018 11:51:30 AM,6,7,6,3,3,8,0,0,0,1,0,2,10,10,7,2,11,6,0,1,0,1,0,1,0,0,0,0,1
6947550597,175027024,10/09/2018 11:51:29 AM,5,7,6,4,3,3,0,0,0,0,1,10,1,2,10,2,3,5,0,1,0,0,0,0,1,0,0,0,1
6947550579,175027024,10/09/2018 11:51:27 AM,1,1,1,1,1,1,0,0,0,1,0,2,1,1,1,2,3,3,0,1,0,0,0,1,0,0,0,0,1
6947550494,175027024,10/09/2018 11:51:17 AM,7,7,5,8,3,10,1,1,0,0,1,6,10,10,2,4,6,3,0,1,0,0,0,1,0,0,0,0,1
6947550442,175027024,10/09/2018 11:51:09 AM,5,6,7,9,5,4,0,0,1,0,1,2,10,1,5,2,3,2,1,0,0,0,0,0,1,0,0,1,0
6947550399,175027024,10/09/2018 11:51:04 AM,10,9,10,10,6,9,0,0,0,1,0,2,8,7,8,2,3,5,0,1,0,1,0,1,0,0,0,0,1
6947550334,175027024,10/09/2018 11:50:57 AM,2,7,7,8,5,10,0,0,1,0,0,10,8,10,8,3,3,7,1,0,0,0,0,0,1,0,0,1,0
6947550279,175027024,10/09/2018 11:50:52 AM,3,8,5,7,3,9,0,0,1,0,0,4,8,5,1,3,5,8,1,0,0,1,0,1,0,0,0,1,0
6947550199,175027024,10/09/2018 11:50:42 AM,7,6,5,4,3,7,1,1,1,0,1,11,3,3,7,2,4,9,0,1,0,0,0,0,1,0,0,0,1
6947550190,175027024,10/09/2018 11:50:41 AM,10,8,8,9,8,8,0,1,1,0,1,2,10,4,8,2,5,8,1,0,0,1,0,1,0,0,0,1,0
6947550173,175027024,10/09/2018 11:50:39 AM,8,9,7,6,7,4,0,0,0,0,1,10,9,2,6,2,2,8,0,1,0,0,0,0,1,0,0,0,1
6947550080,175027024,10/09/2018 11:50:27 AM,6,8,10,10,5,6,0,1,0,0,0,11,8,8,5,2,2,5,0,1,0,0,0,0,1,0,0,0,1
6947550077,175027024,10/09/2018 11:50:26 AM,8,10,9,5,4,2,0,0,0,1,0,4,7,7,6,3,3,7,0,1,0,0,0,0,0,1,0,0,1
6947550062,175027024,10/09/2018 11:50:24 AM,10,10,10,10,10,10,0,1,0,0,0,5,5,5,10,3,3,3,0,1,0,0,0,0,1,0,0,0,1
6947550038,175027024,10/09/2018 11:50:22 AM,7,9,7,3,4,8,0,0,0,0,0,8,10,10,9,3,3,6,0,1,0,0,0,0,1,0,0,0,1
6947550034,175027024,10/09/2018 11:50:21 AM,10,1,8,6,5,7,0,0,0,0,1,5,6,9,1,2,4,5,0,1,0,0,0,0,1,0,0,0,1
6947550024,175027024,10/09/2018 11:50:20 AM,10,10,1,10,5,10,0,0,0,0,0,8,6,10,10,3,3,3,0,1,0,0,0,1,0,0,0,0,1
6947550007,175027024,10/09/2018 11:50:17 AM,6,4,7,3,6,5,0,0,1,0,0,11,10,10,8,2,3,6,0,1,0,0,0,0,1,0,0,0,1
6947549998,175027024,10/09/2018 11:50:15 AM,8,10,8,5,7,5,1,1,1,1,1,1,4,10,7,2,2,9,1,0,0,0,0,0,1,0,0,1,0
6947549881,175027024,10/09/2018 11:50:01 AM,10,8,8,6,1,8,1,1,1,1,1,6,10,10,7,2,1,5,1,0,0,1,0,1,0,0,0,1,0
6947549793,175027024,10/09/2018 11:49:50 AM,7,7,7,6,6,3,0,0,0,0,1,4,6,1,3,2,3,6,1,0,0,1,0,0,1,0,0,1,0
6947549760,175027024,10/09/2018 11:49:44 AM,10,10,10,10,10,9,1,0,0,1,0,6,3,8,8,3,4,1,0,1,0,1,0,1,0,0,0,0,1
6947549621,175027024,10/09/2018 11:49:27 AM,10,10,10,6,1,5,1,0,0,0,0,5,3,10,8,3,3,3,0,1,0,0,0,0,1,0,0,0,1
6947549583,175027024,10/09/2018 11:49:23 AM,8,7,8,8,7,8,1,1,1,1,0,4,6,8,7,2,4,2,0,1,0,1,0,1,0,0,0,0,1
6947549554,175027024,10/09/2018 11:49:21 AM,6,6,7,7,5,1,0,0,0,1,0,5,1,1,7,3,5,4,0,1,0,0,0,0,1,0,0,0,1
6947549550,175027024,10/09/2018 11:49:20 AM,9,6,7,6,5,8,0,0,0,0,1,10,3,1,6,2,3,3,0,1,0,1,0,0,1,0,0,0,1
6947549506,175027024,10/09/2018 11:49:13 AM,6,3,4,5,6,7,1,0,0,0,0,5,7,4,6,2,6,3,1,0,0,1,0,0,1,0,0,1,0
6947549441,175027024,10/09/2018 11:49:03 AM,8,8,4,5,5,3,0,0,0,0,1,10,10,10,4,3,3,2,1,0,0,1,0,0,0,1,0,1,0
6947549369,175027024,10/09/2018 11:48:54 AM,10,1,1,4,4,1,0,0,0,1,0,6,8,8,1,3,6,5,0,1,0,0,0,0,0,1,0,0,1
6947549351,175027024,10/09/2018 11:48:52 AM,8,10,10,7,6,4,0,1,1,0,1,10,1,1,1,4,3,9,0,1,0,0,0,0,1,0,0,0,1
6947549211,175027024,10/09/2018 11:48:35 AM,6,8,8,5,6,5,1,0,0,0,0,10,4,5,4,3,4,1,1,0,0,0,0,0,1,0,0,1,0
6947549188,175027024,10/09/2018 11:48:32 AM,6,6,5,7,4,8,1,0,0,0,0,3,2,2,10,4,3,1,1,0,0,1,0,0,1,0,0,1,0
6947549107,175027024,10/09/2018 11:48:56 AM,7,6,8,3,4,4,1,0,0,0,0,12,1,1,3,2,5,4,0,1,0,0,0,0,1,0,0,0,1
6947548966,175027024,10/09/2018 11:48:09 AM,8,6,6,3,1,4,0,0,0,0,0,10,5,7,3,5,5,2,0,1,0,1,0,0,1,0,0,0,1
6947548952,175027024,10/09/2018 11:48:08 AM,8,5,6,6,7,4,0,0,1,0,0,10,8,10,6,2,11,7,1,0,0,0,1,0,1,0,0,1,0
6947548935,175027024,10/09/2018 11:48:05 AM,6,6,6,5,5,5,0,1,0,0,0,6,6,5,5,2,2,5,1,0,0,0,0,0,1,0,0,1,0
6947548842,175027024,10/09/2018 11:47:53 AM,4,5,6,6,6,5,0,0,0,1,0,7,7,6,7,2,4,1,0,1,0,0,0,0,1,0,0,0,1
6947548832,175027024,10/09/2018 11:47:52 AM,7,6,6,5,4,7,0,0,0,0,1,6,10,10,8,2,4,8,1,0,0,0,0,1,0,0,0,1,0
6947548798,175027024,10/09/2018 11:47:49 AM,10,7,5,4,1,8,0,0,0,0,0,7,10,10,5,2,11,7,0,1,0,0,1,0,1,0,0,0,1
6947548788,175027024,10/09/2018 11:47:47 AM,4,4,1,4,3,7,0,0,0,0,0,2,3,4,4,2,1,2,0,1,0,0,0,0,0,1,0,0,1
6947548724,175027024,10/09/2018 11:48:01 AM,2,2,2,4,4,3,0,0,1,0,0,3,4,4,4,2,5,9,1,0,0,1,0,0,1,0,0,1,0
6947548707,175027024,10/09/2018 11:47:37 AM,5,3,6,8,5,4,0,0,0,0,1,4,6,8,5,3,1,1,0,1,0,1,0,0,0,1,0,0,1
6947548680,175027024,10/09/2018 11:47:34 AM,7,10,6,7,8,4,0,1,0,0,0,10,8,9,6,2,11,5,0,1,0,0,0,0,1,0,0,0,1
6947548637,175027024,10/09/2018 11:47:29 AM,5,5,4,4,4,4,0,0,0,1,0,7,6,6,5,2,1,6,0,1,0,1,0,0,1,0,0,0,1
6947548390,175027024,10/09/2018 11:46:59 AM,1,3,4,4,6,1,0,0,0,0,1,11,3,2,2,3,1,5,0,1,0,0,0,0,1,0,0,0,1
6947504766,175020213,10/09/2018 10:07:32 AM,7,5,10,8,10,4,1,1,1,1,1,6,3,1,6,,,,0,0,1,1,0,1,0,0,0,0,0
6947484189,175020213,10/09/2018 09:16:32 AM,8,9,10,10,10,3,0,0,0,0,0,6,2,2,5,,,,0,0,1,0,0,1,0,0,0,0,0
6947284859,175020213,10/08/2018 05:02:03 PM,10,4,6,8,5,3,0,0,0,0,0,10,1,1,4,,,,0,0,1,0,1,0,1,0,0,0,0
6947014235,175020213,10/08/2018 03:10:23 AM,10,6,6,6,4,3,0,0,0,0,0,10,1,1,10,,,,0,0,1,0,1,0,1,0,0,0,0
6946967393,175020213,10/07/2018 09:27:15 PM,10,2,7,3,1,10,0,0,0,0,0,10,2,2,10,,,,0,0,1,0,0,1,0,0,0,0,0
6946880595,175020213,10/07/2018 12:44:11 PM,2,1,5,7,2,2,0,0,0,0,1,6,1,1,9,,,,0,0,1,1,0,1,0,0,0,0,0
6946818921,175020213,10/07/2018 06:28:43 AM,5,6,6,6,4,8,0,0,0,0,0,5,1,1,7,,,,0,0,1,1,0,0,1,0,0,0,0
6946790561,175020213,10/07/2018 02:17:44 AM,6,5,3,3,2,1,1,0,0,0,0,5,1,1,4,,,,0,0,1,0,0,0,1,0,0,0,0
6946779888,175020213,10/06/2018 11:55:31 PM,8,10,6,6,3,6,0,0,0,0,1,10,1,3,8,,,,0,0,1,0,1,1,0,0,0,0,0
6946747587,175020213,10/06/2018 06:45:28 PM,6,6,8,5,5,1,1,1,0,0,0,10,1,1,2,,,,0,0,1,1,0,0,1,0,0,0,0
6946738411,175020213,10/06/2018 05:35:14 PM,9,8,6,10,5,4,1,0,1,0,0,4,3,3,4,,,,0,0,1,0,0,1,0,0,0,0,0
6946735281,175020213,10/06/2018 05:13:00 PM,10,7,10,8,7,5,1,1,1,1,1,2,10,10,7,,,,0,0,1,0,0,1,0,0,0,0,0
6946724127,175020213,10/06/2018 03:56:45 PM,9,10,8,10,10,9,0,0,1,0,1,4,10,10,6,,,,0,0,1,1,0,0,1,0,0,0,0
6946724069,175020213,10/06/2018 03:56:25 PM,8,8,10,3,5,8,1,1,1,0,0,8,10,10,3,,,,0,0,1,0,0,0,1,0,0,0,0
6946722230,175020215,10/06/2018 03:44:32 PM,8,10,7,2,1,7,0,0,0,0,0,2,2,5,10,4,4,5,0,1,0,0,0,0,1,0,0,0,1
6946722119,175020215,10/06/2018 03:43:54 PM,3,6,5,3,8,4,0,0,0,0,0,10,6,6,6,4,6,7,0,1,0,0,0,0,1,0,0,0,1
6946721646,175020215,10/06/2018 03:40:57 PM,10,8,7,3,4,5,0,0,0,0,0,10,4,5,4,2,3,3,1,0,0,0,0,0,0,1,0,1,0
6946721221,175020215,10/06/2018 03:38:23 PM,5,6,3,4,5,5,0,0,1,0,0,12,6,7,4,4,8,5,0,1,0,1,0,1,0,0,0,0,1
6946720996,175020238,10/06/2018 03:36:59 PM,8,9,10,8,10,7,0,0,0,0,1,3,9,10,8,,,,0,0,1,1,0,1,0,0,0,0,0
6946720986,175020215,10/06/2018 03:36:57 PM,7,1,5,5,3,2,0,0,0,0,0,2,7,6,10,4,5,8,1,0,0,1,0,0,1,0,0,1,0
6946720520,175020215,10/06/2018 03:34:06 PM,8,1,5,1,1,10,0,0,0,0,0,2,8,5,1,3,2,9,0,1,0,0,0,0,1,0,0,0,1
6946720511,175020238,10/06/2018 03:34:04 PM,7,3,9,8,3,7,1,1,1,1,1,6,1,1,7,,,,0,0,1,1,0,1,0,0,0,0,0
6946720375,175020215,10/06/2018 03:33:22 PM,6,3,4,5,6,5,0,0,0,0,0,2,6,10,8,3,4,5,1,0,0,1,0,0,1,0,0,1,0
6946720043,175020215,10/06/2018 03:31:20 PM,10,10,6,4,1,7,0,0,0,0,0,5,1,1,1,5,4,9,0,1,0,0,0,0,1,0,0,0,1
6946720011,175020215,10/06/2018 03:31:07 PM,4,3,10,10,8,5,0,0,0,0,1,6,1,1,7,2,4,1,1,0,0,0,0,1,0,0,0,1,0
6946719990,175020215,10/06/2018 03:31:01 PM,8,6,8,5,5,6,0,0,1,0,0,1,4,4,5,4,4,4,0,1,0,0,0,1,0,0,0,0,1
6946719985,175020215,10/06/2018 03:30:59 PM,7,7,7,7,7,7,1,0,0,0,0,10,8,8,5,3,11,2,1,0,0,0,1,0,1,0,0,1,0
6946719840,175020215,10/06/2018 03:30:15 PM,6,6,3,6,1,4,0,1,1,0,1,6,1,1,8,3,11,9,0,1,0,1,0,1,0,0,0,0,1
6946719643,175020215,10/06/2018 03:29:08 PM,6,2,7,5,6,7,0,0,1,0,0,3,9,10,8,2,1,9,0,1,0,0,0,0,1,0,0,0,1
6946719230,175020215,10/06/2018 03:26:31 PM,10,9,10,4,2,2,0,0,1,0,0,5,1,1,8,3,8,2,1,0,0,0,0,1,0,0,0,1,0
6946718953,175020215,10/06/2018 03:25:59 PM,2,10,9,9,9,10,0,0,0,0,0,10,9,10,7,5,11,2,0,1,0,0,1,0,1,0,0,0,1
6946718732,175020215,10/06/2018 03:23:36 PM,4,2,4,1,7,3,1,0,0,0,1,10,1,1,10,2,11,,0,1,0,0,1,0,0,1,0,0,1
6946718516,175020238,10/06/2018 03:22:14 PM,9,8,8,8,9,9,0,1,0,0,0,6,9,9,8,,,,0,0,1,1,0,1,0,0,0,0,0
6946718099,175020215,10/06/2018 03:19:43 PM,6,7,5,5,2,6,0,0,0,0,0,10,6,8,4,5,3,9,0,1,0,0,1,0,1,0,0,0,1
6946717556,175020215,10/06/2018 03:16:23 PM,8,6,9,7,2,7,0,0,0,0,0,6,1,1,10,4,5,9,1,0,0,0,1,1,0,0,0,1,0
6946717492,175020215,10/06/2018 03:15:53 PM,8,8,9,8,5,3,1,1,1,0,0,10,3,2,9,2,5,9,1,0,0,0,1,0,1,0,0,1,0
6946717382,175020215,10/06/2018 03:15:18 PM,5,5,10,10,6,3,0,1,0,0,0,2,1,1,5,2,3,9,0,1,0,0,0,0,1,0,0,0,1
6946717378,175020215,10/06/2018 03:16:01 PM,10,10,8,5,5,8,0,0,0,0,0,6,1,1,8,5,4,4,1,0,0,0,1,0,1,0,0,1,0
6946717374,175020215,10/06/2018 03:15:14 PM,2,8,3,8,1,10,0,0,0,0,0,3,1,1,10,5,4,9,0,1,0,0,1,0,1,0,0,0,1
6946717117,175020215,10/06/2018 03:13:45 PM,1,1,2,10,4,6,0,0,0,0,0,10,1,1,2,2,4,2,1,0,0,0,0,1,0,0,0,1,0
6946717004,175020215,10/06/2018 03:13:00 PM,7,6,5,6,5,1,0,0,0,0,0,11,1,1,3,2,6,2,0,1,0,0,0,0,1,0,0,0,1
6946716806,175020215,10/06/2018 03:11:46 PM,8,5,7,5,5,8,0,0,0,0,0,2,10,9,9,5,6,5,0,1,0,0,0,0,1,0,0,0,1
6946716772,175020215,10/06/2018 03:11:33 PM,8,5,9,7,6,4,1,1,1,0,1,10,10,10,10,2,3,5,1,0,0,0,0,0,1,0,0,1,0
6946716765,175020215,10/06/2018 03:11:32 PM,8,8,6,5,4,8,0,0,0,0,0,2,9,9,8,5,2,9,0,1,0,0,0,0,1,0,0,0,1
6946716529,175020215,10/06/2018 03:10:09 PM,6,6,6,6,6,6,0,0,0,0,0,11,3,3,1,2,1,2,1,0,0,0,0,0,1,0,0,1,0
6946716017,175020215,10/06/2018 03:07:05 PM,6,6,9,3,3,5,1,0,0,0,0,10,10,10,5,5,5,5,0,1,0,0,0,0,1,0,0,0,1
6946715914,175020215,10/06/2018 03:06:26 PM,3,6,5,7,6,6,0,0,0,0,0,10,1,1,8,2,1,3,0,1,0,0,0,0,1,0,0,0,1
6946715881,175020215,10/06/2018 03:06:15 PM,10,1,5,4,4,10,0,0,0,0,0,10,10,10,5,3,4,3,1,0,0,1,0,0,1,0,0,1,0
6946715868,175020215,10/06/2018 03:06:10 PM,7,4,5,3,1,5,1,0,0,0,0,2,1,1,3,5,5,9,0,1,0,1,0,1,0,0,0,0,1
6946715524,175020215,10/06/2018 03:04:06 PM,7,6,8,4,4,7,0,0,1,0,0,6,7,7,10,4,7,7,0,1,0,0,0,0,1,0,0,0,1
6946714920,175020215,10/06/2018 03:00:31 PM,5,5,8,9,2,3,0,0,0,0,0,10,4,10,10,4,5,3,1,0,0,1,0,0,1,0,0,1,0
6946714689,175020215,10/06/2018 02:59:06 PM,1,1,1,1,1,1,0,0,1,0,0,5,1,1,1,2,2,4,0,1,0,0,1,0,0,1,0,0,1
6946714670,175020215,10/06/2018 02:59:00 PM,8,8,6,5,1,2,0,0,0,0,0,11,1,4,3,3,2,9,0,1,0,0,0,0,1,0,0,0,1
6946714583,175020238,10/06/2018 02:58:28 PM,10,10,10,5,2,10,0,1,0,0,0,6,1,1,8,,,,0,0,1,0,0,0,1,0,0,0,0
6946714581,175020215,10/06/2018 02:58:27 PM,10,10,7,6,3,4,1,0,0,0,0,11,7,10,4,3,5,5,0,1,0,1,0,0,1,0,0,0,1
6946714377,175020215,10/06/2018 02:57:21 PM,2,2,5,3,5,7,1,0,0,0,0,12,3,2,1,3,3,8,1,0,0,1,0,0,1,0,0,1,0
6946714353,175020215,10/06/2018 02:57:15 PM,1,1,1,5,1,7,0,0,0,0,0,2,2,1,10,5,7,9,1,0,0,1,0,0,1,0,0,1,0
6946714328,175020215,10/06/2018 02:57:06 PM,5,5,5,4,2,10,0,0,0,0,0,5,2,1,5,4,2,6,0,1,0,0,0,0,1,0,0,0,1
6946713882,175020215,10/06/2018 02:54:37 PM,10,10,10,5,5,5,0,1,0,0,1,10,10,10,10,3,3,9,0,1,0,0,0,0,1,0,0,0,1
6946713724,175020215,10/06/2018 02:53:36 PM,9,9,8,6,5,6,0,0,0,0,0,5,2,4,4,3,3,7,0,1,0,0,0,1,0,0,0,0,1
6946713701,175020215,10/06/2018 02:53:28 PM,10,10,10,5,5,1,0,0,0,0,0,10,5,1,6,3,2,9,1,0,0,1,0,0,1,0,0,1,0
6946713675,175020238,10/06/2018 02:53:19 PM,10,10,7,1,3,1,0,0,0,0,0,2,10,10,1,,,,0,0,1,0,0,0,1,0,0,0,0
6946713135,175020215,10/06/2018 02:50:10 PM,10,3,7,10,10,10,0,0,0,0,1,10,10,10,3,2,1,2,0,1,0,0,1,0,1,0,0,0,1
6946713125,175020215,10/06/2018 02:50:06 PM,5,5,5,6,3,7,0,0,0,0,1,4,6,5,6,3,4,9,1,0,0,1,0,0,1,0,0,1,0
6946713017,175020238,10/06/2018 02:49:28 PM,7,8,6,7,8,8,1,1,0,0,0,4,6,9,9,,,,0,0,1,1,0,0,1,0,0,0,0
6946712857,175020215,10/06/2018 02:48:36 PM,10,10,10,9,10,10,0,0,0,0,1,11,1,1,10,2,1,2,1,0,0,0,0,0,0,1,0,1,0
6946712774,175020215,10/06/2018 02:48:10 PM,5,5,8,1,4,5,0,0,0,0,0,5,8,9,5,3,3,3,0,1,0,1,0,0,1,0,0,0,1
6946712752,175020215,10/06/2018 02:47:59 PM,6,5,8,6,4,10,0,0,1,0,0,12,5,5,8,3,8,6,0,1,0,0,0,0,1,0,0,0,1
6946712429,175020238,10/06/2018 02:46:10 PM,6,4,8,6,6,4,0,1,0,0,0,10,10,10,10,,,,0,0,1,0,0,0,1,0,0,0,0
6946712339,175020215,10/06/2018 02:45:36 PM,7,8,4,4,2,5,0,0,0,0,1,5,10,10,6,4,3,2,0,1,0,0,0,0,1,0,0,0,1
6946712012,175020215,10/06/2018 02:43:50 PM,5,5,6,3,3,3,0,0,0,0,0,5,8,8,6,4,2,9,0,1,0,0,0,0,0,1,0,0,1
6946711977,175020238,10/06/2018 02:43:39 PM,9,10,8,8,9,10,0,1,0,0,0,6,10,10,10,,,,0,0,1,0,0,0,1,0,0,0,0
6946711846,175020215,10/06/2018 02:42:55 PM,6,10,10,6,3,4,1,0,0,0,0,5,4,9,1,2,4,3,1,0,0,0,0,0,1,0,0,1,0
6946711797,175020215,10/06/2018 02:42:38 PM,3,2,5,7,5,6,0,0,0,0,1,10,6,6,3,4,4,3,0,1,0,1,0,1,0,0,0,0,1
6946711784,175020215,10/06/2018 02:42:35 PM,7,6,5,6,2,6,0,0,0,0,0,10,1,1,5,5,11,1,0,1,0,0,0,0,1,0,0,0,1
6946711671,175020238,10/06/2018 02:41:56 PM,9,3,7,8,5,5,0,1,1,0,0,11,2,2,9,,,,0,0,1,1,0,0,1,0,0,0,0
